superfamily,family,subfamily,genus,genus and synonyms
Chalcidoidea,Eupelmidae,Eupelminae,Cervicosus,Cervicosus Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Coryptilus,Coryptilus Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Ecnomocephala,Ecnomocephala Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Enigmapelma,Enigmapelma Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Eueupelmus,Eueupelmus Girault 1931
Chalcidoidea,Eupelmidae,Eupelminae,Eupelmus,Eupelmus Dalman 1820	Macronevra Blanchard 1840 Emend. [= Macroneura]	Holceupelmus Cameron 1905	Charitopella Crosby 1909	Bruchocida Crawford 1913	Lindesonius Brèthes 1916	Rafa Brèthes 1916	Charitopodinus Bridwell 1918	Eupelmella Masi 1919	Lepideupelmus Timberlake 1926	Neosolindenia Gourlay 1928	Propelma Trjapitzin 1963	Euronmacra Kalina 1981	Cocceupelmus Kalina 1984
Chalcidoidea,Eupelmidae,Eupelminae,Eutreptopelma,Eutreptopelma Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Lecaniobius,Lecaniobius Ashmead 1896	Zalophothrix Crawford 1908	Cordyloodera  1955	Cordyloodera Blanchard 1956
Chalcidoidea,Eupelmidae,Eupelminae,Lutnes,Lutnes Cameron 1884	Parooderelloides Girault 1913
Chalcidoidea,Eupelmidae,Eupelminae,Macreupelmus,Macreupelmus Ashmead 1896
Chalcidoidea,Eupelmidae,Eupelminae,Merostenus,Merostenus Walker 1837	Urocryptus Westwood 1839	Eupelminus Dalla Torre 1897
Chalcidoidea,Eupelmidae,Eupelminae,Mesocomys,Mesocomys Cameron 1905	Semianastatus Kalina 1984
Chalcidoidea,Eupelmidae,Eupelminae,Omeganastatus,Omeganastatus Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Ooderella,Ooderella Ashmead 1896
Chalcidoidea,Eupelmidae,Eupelminae,Oozetetes,Oozetetes De Santis 1970
Chalcidoidea,Eupelmidae,Eupelminae,Paranastatus,Paranastatus Masi 1917
Chalcidoidea,Eupelmidae,Eupelminae,Phenaceupelmus,Phenaceupelmus Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Phlebopenes,Phlebopenes Perty 1833	Prionopelma Westwood 1835	Ooderoidea Girault 1911
Chalcidoidea,Eupelmidae,Eupelminae,Psomizopelma,Psomizopelma Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Reikosiella,Reikosiella Yoshimoto 1969	Finlayia Girault 1934	Capreocauda Gibson 1995	Incohata Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Rhinoeupelmus,Rhinoeupelmus Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Taphronotus,Taphronotus Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Tineobiopsis,Tineobiopsis Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Tineobius,Tineobius Ashmead 1896	Australeupelmus Girault 1921	Anastatoidea Gahan 1927	Duanellus Boucek 1988	Progenitobius Gibson 1995
Chalcidoidea,Eupelmidae,Eupelminae,Uropelma,Uropelma Sharkov 1988
Chalcidoidea,Eupelmidae,Eupelminae,Xenanastatus,Xenanastatus Boucek 1988
Chalcidoidea,Eupelmidae,Eupelminae,Zaischnopsis,Zaischnopsis Ashmead 1904	Ischnopsis Ashmead 1896	Eupelmoides Masi 1917
Chalcidoidea,Eupelmidae,Neanastatinae,Eopelma,Eopelma Gibson 1989
Chalcidoidea,Eupelmidae,Neanastatinae,Lambdobregma,Lambdobregma Gibson 1989
Chalcidoidea,Eupelmidae,Neanastatinae,Metapelma,Metapelma Westwood 1835	Halidea Förster 1856	Halidayella Dalla Torre 1897
Chalcidoidea,Eupelmidae,Neanastatinae,Neanastatus,Neanastatus Girault 1913	Solindenelleus Girault 1914	Metaplopoda Masi 1926
Chalcidoidea,Eurytomidae,Eurytominae,Acantheurytoma,Acantheurytoma Cameron 1911	Odonteurytoma Mukerjee 1981
Chalcidoidea,Eurytomidae,Eurytominae,Agriotoma,Agriotoma Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Aiolomorphus,Aiolomorphus Walker 1871	Aeolomorphus Dalla Torre 1898
Chalcidoidea,Eurytomidae,Eurytominae,Aplatoides,Aplatoides Yoshimoto & Gibson 1979
Chalcidoidea,Eurytomidae,Eurytominae,Aranedra,Aranedra Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Austrodecatoma,Austrodecatoma Girault 1925
Chalcidoidea,Eurytomidae,Eurytominae,Ausystole,Ausystole Boucek 1988
Chalcidoidea,Eurytomidae,Eurytominae,Axanthosoma,Axanthosoma Girault 1913
Chalcidoidea,Eurytomidae,Eurytominae,Axima,Axima Walker 1862
Chalcidoidea,Eurytomidae,Eurytominae,Aximogastra,Aximogastra Ashmead 1904
Chalcidoidea,Eurytomidae,Eurytominae,Aximogastroma,Aximogastroma Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Aximopsis,Aximopsis Ashmead 1904
Chalcidoidea,Eurytomidae,Eurytominae,Banyoma,Banyoma Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Bephrata,Bephrata Cameron 1884
Chalcidoidea,Eurytomidae,Eurytominae,Bephratelloides,Bephratelloides Girault 1913	Bephratoides Girault 1913
Chalcidoidea,Eurytomidae,Eurytominae,Bephratoides,Bephratoides Brues 1909
Chalcidoidea,Eurytomidae,Eurytominae,Bruchodape,Bruchodape Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Bruchophagus,Bruchophagus Ashmead 1888	Systolodes Ashmead 1888	Eurysystole Girault 1913	Phylloxeroxenoides Girault 1913	Parabruchophagus Zerova 1992
Chalcidoidea,Eurytomidae,Eurytominae,Burksoma,Burksoma Subba Rao 1978
Chalcidoidea,Eurytomidae,Eurytominae,Cathilaria,Cathilaria Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Chryseida,Chryseida Spinola 1840
Chalcidoidea,Eurytomidae,Eurytominae,Conoaxima,Conoaxima Brues 1922
Chalcidoidea,Eurytomidae,Eurytominae,Endobia,Endobia Erdös 1964
Chalcidoidea,Eurytomidae,Eurytominae,Eudoxinna,Eudoxinna Walker 1864	Sosxetra Walker 1862
Chalcidoidea,Eurytomidae,Eurytominae,Eurytoma,Eurytoma Illiger 1807	Decatoma Spinola 1811 Syn.	Ennetoma Dahlbom 1857 Syn.	Evoxysoma Ashmead 1888 Syn.	Enneatoma Dalla Torre 1898 Emend.	Euoxysoma Dalla Torre 1898 Emend.	Bephratella Girault 1913 Syn.	Ipideurytoma Boucek & Novicky 1954	Eurytoma (Dieurytoma) Erdös 1957 Syn.	Eurytoma (Hydateurytoma) Erdös 1957 Syn.	Eurytoma (Moneurytoma) Erdös 1957 Syn.	Ahtola Claridge 1961	Desantisca Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Eurytomaria,Eurytomaria Masi 1943
Chalcidoidea,Eurytomidae,Eurytominae,Eurytomidia,Eurytomidia Masi 1917
Chalcidoidea,Eurytomidae,Eurytominae,Eurytomocharis,Eurytomocharis Ashmead 1888
Chalcidoidea,Eurytomidae,Eurytominae,Exeurytoma,Exeurytoma Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Ficomila,Ficomila Boucek 1981
Chalcidoidea,Eurytomidae,Eurytominae,Foutsia,Foutsia Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Fronsoma,Fronsoma Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Gibsonoma,Gibsonoma Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Giraultoma,Giraultoma Boucek 1988
Chalcidoidea,Eurytomidae,Eurytominae,Heimbrella,Heimbrella Subba Rao 1978
Chalcidoidea,Eurytomidae,Eurytominae,Hexeurytoma,Hexeurytoma Dodd 1917
Chalcidoidea,Eurytomidae,Eurytominae,Homodecatoma,Homodecatoma Liao 1979
Chalcidoidea,Eurytomidae,Eurytominae,Houstonia,Houstonia Boucek 1988
Chalcidoidea,Eurytomidae,Eurytominae,Isosomodes,Isosomodes Ashmead 1888
Chalcidoidea,Eurytomidae,Eurytominae,Isosomorpha,Isosomorpha Ashmead 1888
Chalcidoidea,Eurytomidae,Eurytominae,Mangoma,Mangoma Subba Rao 1986
Chalcidoidea,Eurytomidae,Eurytominae,Masneroma,Masneroma Boucek 1983
Chalcidoidea,Eurytomidae,Eurytominae,Mesoeurytoma,Mesoeurytoma Cameron 1911	Stireurytoma Cameron 1911
Chalcidoidea,Eurytomidae,Eurytominae,Neobephrata,Neobephrata Narendran & Padmasenan 1989
Chalcidoidea,Eurytomidae,Eurytominae,Neoeurytomaria,Neoeurytomaria Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Nikanoria,Nikanoria Nikol'skaya 1955	Birolajosia Erdös 1955
Chalcidoidea,Eurytomidae,Eurytominae,Paradecatoma,Paradecatoma Masi 1943
Chalcidoidea,Eurytomidae,Eurytominae,Philippinoma,Philippinoma Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Philolema,Philolema Cameron 1908
Chalcidoidea,Eurytomidae,Eurytominae,Phleudecatoma,Phleudecatoma Yang 1996
Chalcidoidea,Eurytomidae,Eurytominae,Phylloxeroxenus,Phylloxeroxenus Ashmead 1888
Chalcidoidea,Eurytomidae,Eurytominae,Plutarchia,Plutarchia Girault 1925
Chalcidoidea,Eurytomidae,Eurytominae,Prodecatoma,Prodecatoma Ashmead 1904
Chalcidoidea,Eurytomidae,Eurytominae,Prodecatomoidea,Prodecatomoidea Risbec 1952
Chalcidoidea,Eurytomidae,Eurytominae,Proseurytoma,Proseurytoma Kieffer 1910
Chalcidoidea,Eurytomidae,Eurytominae,Pseudosystole,Pseudosystole Kalina 1969
Chalcidoidea,Eurytomidae,Eurytominae,Pseudotetramesa,Pseudotetramesa Kalina 1970
Chalcidoidea,Eurytomidae,Eurytominae,Ramanuja,Ramanuja Narendran 1989
Chalcidoidea,Eurytomidae,Eurytominae,Ramdasoma,Ramdasoma Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Risbecoma,Risbecoma Subba Rao 1978
Chalcidoidea,Eurytomidae,Eurytominae,Stigmeurytoma,Stigmeurytoma Boucek 1988
Chalcidoidea,Eurytomidae,Eurytominae,Striateurytoma,Striateurytoma Burks 1971
Chalcidoidea,Eurytomidae,Eurytominae,Subbaella,Subbaella Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Syceurytoma,Syceurytoma Boucek 1981
Chalcidoidea,Eurytomidae,Eurytominae,Sycophila,Sycophila Walker 1871	Tineomyza Rondani 1872	Isanisa Walker 1875	Pseudisa Walker 1875	Decatomidea Ashmead 1888	Eudecatoma Ashmead 1888
Chalcidoidea,Eurytomidae,Eurytominae,Systole,Systole Walker 1832	Trichosystole Zerova 1978
Chalcidoidea,Eurytomidae,Eurytominae,Systolema,Systolema Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Tenuipetiolus,Tenuipetiolus Bugbee 1951
Chalcidoidea,Eurytomidae,Eurytominae,Tetramesa,Tetramesa Walker 1848	Isosoma Walker 1832	Harmolita Motschulsky 1863	Philachyra Walker 1871	Isosomocharis Ashmead 1888	Xanthosoma Ashmead 1888	Harmolyta Dalla Torre 1898	Urios Girault 1911	Exanthosoma Girault 1915	Isthmosoma Hedicke 1921	Gahaniola Erdös 1952
Chalcidoidea,Eurytomidae,Eurytominae,Tetramesella,Tetramesella Zerova 1974
Chalcidoidea,Eurytomidae,Eurytominae,Townesoma,Townesoma Narendran 1994
Chalcidoidea,Eurytomidae,Eurytominae,Xanthosomodes,Xanthosomodes Brèthes 1913
Chalcidoidea,Eurytomidae,Eurytominae,Zerovella,Zerovella Narendran & Sheela 1994
Chalcidoidea,Eurytomidae,Heimbrinae,Heimbra,Heimbra Cameron 1909
Chalcidoidea,Eurytomidae,Heimbrinae,Symbra,Symbra Stage & Snelling 1986
Chalcidoidea,Eurytomidae,Rileyinae,Archirileya,Archirileya Silvestri 1920	Anarchirileya Boucek 1952	Sidonia Erdös 1957
Chalcidoidea,Eurytomidae,Rileyinae,Austrophotismus,Austrophotismus Girault 1938
Chalcidoidea,Eurytomidae,Rileyinae,Boucekiana,Boucekiana De Santis 1975
Chalcidoidea,Eurytomidae,Rileyinae,Buresium,Buresium Boucek 1969
Chalcidoidea,Eurytomidae,Rileyinae,Calorileya,Calorileya Crawford 1910
Chalcidoidea,Eurytomidae,Rileyinae,Dougiola,Dougiola Boucek 1988
Chalcidoidea,Eurytomidae,Rileyinae,Macrorileya,Macrorileya Ashmead 1900
Chalcidoidea,Eurytomidae,Rileyinae,Matna,Matna Boucek 1988
Chalcidoidea,Eurytomidae,Rileyinae,Neorileya,Neorileya Ashmead 1904
Chalcidoidea,Eurytomidae,Rileyinae,Platyrileya,Platyrileya Burks 1971
Chalcidoidea,Eurytomidae,Rileyinae,Pseudrileya,Pseudrileya Hedqvist 1980
Chalcidoidea,Eurytomidae,Rileyinae,Rileya,Rileya Ashmead 1900	Ashmeadia Howard 1889 Syn.	Xenopelte Cameron 1913 Syn.	Tragiicola Brèthes 1918 Syn.	Pararileya Girault 1915	Dillerileya Doganlar 1992
Chalcidoidea,Leucospidae,,Leucospis,Leucospis Fabricius 1775	Coelogaster Schrank 1780 Syn.	Leucopsis Turton 1802 Lapsus	Leucaspis Burmeister 1835 Emend.	Leucospis (Metallopsis) Westwood 1839 Syn.	Exochlaenus Shipp 1894 Syn.	Parexoclaenus Girault 1915 Syn.	Exoclaenoides Girault 1915 Syn.
Chalcidoidea,Leucospidae,,Micrapion,Micrapion Kriechbaumer 1894	Callismicra Kieffer 1905
Chalcidoidea,Leucospidae,,Neleucospis,Neleucospis Boucek 1974
Chalcidoidea,Leucospidae,,Polistomorpha,Polistomorpha Westwood 1839
Chalcidoidea,Mymaridae,,Acanthomymar,Acanthomymar Subba Rao 1970
Chalcidoidea,Mymaridae,,Acmopolynema,Acmopolynema Ogloblin 1946	Grangeriella Soyka 1956 Syn.	Neonarayanella Husain & Farooqi 1996 Syn.
Chalcidoidea,Mymaridae,,Acmotemnus,Acmotemnus Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Agalmopolynema,Agalmopolynema Ogloblin 1960
Chalcidoidea,Mymaridae,,Alaptus,Alaptus Westwood 1839	Parvulinus Mercet 1912	Metalaptus Malenotti 1917
Chalcidoidea,Mymaridae,,Allanagrus,Allanagrus Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Allarescon,Allarescon Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Allomymar,Allomymar Kieffer 1913
Chalcidoidea,Mymaridae,,Anagroidea,Anagroidea Girault 1915	Dahmsia Doutt 1975
Chalcidoidea,Mymaridae,,Anagrus,Anagrus Haliday 1833	Pteratomus Packard 1864 Syn.	Packardiella Ashmead 1904 Syn.	Paranagrus Perkins 1905 Syn.	Anagrella Bakkendorf 1962 Syn.
Chalcidoidea,Mymaridae,,Anaphes,Anaphes Haliday 1833	Panthus Walker 1846	Patasson Walker 1846	Flabrinus Rondani 1877	Anaphoidea Girault 1909	Clinomymar Kieffer 1913	Anaphoides Enock 1915	Yungaburra Girault 1933	Ferrierella Soyka 1946	Fulmekiella Soyka 1946	Hofenederia Soyka 1946	Synanaphes Soyka 1946	Antoniella Soyka 1950	Mariella Soyka 1950	Stammeriella Soyka 1950	Austranaphes Ogloblin 1962
Chalcidoidea,Mymaridae,,Anneckia,Anneckia Subba Rao 1970
Chalcidoidea,Mymaridae,,Apoxypteron,Apoxypteron Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Arescon,Arescon Walker 1846	Leimacis Förster 1847	Limacis Förster 1856	Xenomymar Crawford 1913	Neurotes Enock 1914
Chalcidoidea,Mymaridae,,Australomymar,Australomymar Girault 1929
Chalcidoidea,Mymaridae,,Bakkendorfia,Bakkendorfia Mathot 1966
Chalcidoidea,Mymaridae,,Boudiennyia,Boudiennyia Girault 1937
Chalcidoidea,Mymaridae,,Bruchomymar,Bruchomymar Ogloblin 1939
Chalcidoidea,Mymaridae,,Caenomymar,Caenomymar Yoshimoto 1990
Chalcidoidea,Mymaridae,,Callodicopus,Callodicopus Ogloblin 1955	Decamymar Annecke 1961 Syn.
Chalcidoidea,Mymaridae,,Camptoptera,Camptoptera Förster 1856	Pteroclisis Förster 1856 Syn.	Stichothrix Förster 1856 Syn.	Eomymar Perkins 1912 Syn.	Congolia Ghesquière 1942 Syn.	Sphegilla Debauche 1948 Syn.	Wertanekiella Soyka 1961 Syn.	Zemicamptoptera Ogloblin & Annecke 1961 Syn.	Staneria Mathot 1966 Syn.
Chalcidoidea,Mymaridae,,Camptopteroides,Camptopteroides Viggiani 1974	Paranagroidea Noyes & Valentine 1989 Syn.	Alalinda Huber 1999 Syn.
Chalcidoidea,Mymaridae,,Caraphractus,Caraphractus Walker 1846	Valkerella Westwood 1879 Syn.	Walkerella Dalla Torre 1898 Homo.
Chalcidoidea,Mymaridae,,Ceratanaphes,Ceratanaphes Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Chaetomymar,Chaetomymar Ogloblin 1946
Chalcidoidea,Mymaridae,,Chrysoctonus,Chrysoctonus Mathot 1966
Chalcidoidea,Mymaridae,,Cleruchus,Cleruchus Enock 1909	Platypatasson Ogloblin 1946	Stenopteromymar Ferrière 1952	Doutiella Annecke 1961	Paracleruchus Yoshimoto 1971
Chalcidoidea,Mymaridae,,Cnecomymar,Cnecomymar Ogloblin 1963
Chalcidoidea,Mymaridae,,Cremnomymar,Cremnomymar Ogloblin 1952
Chalcidoidea,Mymaridae,,Cybomymar,Cybomymar Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Dicopomorpha,Dicopomorpha Ogloblin 1955	Chromodicopus Ogloblin 1955	Dicopulus Ogloblin 1955
Chalcidoidea,Mymaridae,,Dicopus,Dicopus Enock 1909
Chalcidoidea,Mymaridae,,Dorya,Dorya Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Entrichopteris,Entrichopteris Yoshimoto 1990
Chalcidoidea,Mymaridae,,Eofoersteria,Eofoersteria Mathot 1966
Chalcidoidea,Mymaridae,,Erdosiella,Erdösiella Soyka 1956	Tanaomymar Annecke & Doutt 1961	Stenomymar Ogloblin 1967
Chalcidoidea,Mymaridae,,Erythmelus,Erythmelus Enock 1909	Enaesius Enock 1909 Syn.	Anthemiella Girault 1911 Syn. (= Parallelaptera)	Enthemiella Noyes 1998 Lapsus
Chalcidoidea,Mymaridae,,Eubroncus,"Eubroncus Yoshimoto, Kozlov & Trjapitzin 1972	Stomarotrum Yoshimoto, Kozlov & Trjapitzin 1972 Syn."
Chalcidoidea,Mymaridae,,Eucleruchus,Eucleruchus Ogloblin 1940
Chalcidoidea,Mymaridae,,Eustochomorpha,Eustochomorpha Girault 1915
Chalcidoidea,Mymaridae,,Eustochus,Eustochus Haliday 1833
Chalcidoidea,Mymaridae,,Formicomymar,Formicomymar Yoshimoto 1990
Chalcidoidea,Mymaridae,,Gahanopsis,Gahanopsis Ogloblin 1946	Decarthrius Debauche 1949
Chalcidoidea,Mymaridae,,Ganomymar,Ganomymar De Santis 1972
Chalcidoidea,Mymaridae,,Gonatocerus,Gonatocerus Nees 1834	Lymaenon Walker 1846 Syn.	Rachistus Förster 1847 Syn.	Rhachistus Dalla Torre 1898 Emend.	Cosmocomoidea Howard 1908 Syn.	Oophilus Enock 1909 Syn.	Agonatocerus Girault 1913 Syn.	Gonatoceroides Girault 1913 Syn.	Gastrogonatocerus Ogloblin 1935 Syn.
Chalcidoidea,Mymaridae,,Hadromymar,Hadromymar Yoshimoto 1990
Chalcidoidea,Mymaridae,,Haplochaeta,Haplochaeta Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Himopolynema,Himopolynema Taguchi 1977
Chalcidoidea,Mymaridae,,Idiocentrus,Idiocentrus Gahan 1927
Chalcidoidea,Mymaridae,,Ischiodasys,Ischiodasys Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Kalopolynema,Kalopolynema Ogloblin 1960
Chalcidoidea,Mymaridae,,Krokella,Krokella Huber 1993
Chalcidoidea,Mymaridae,,Kubja,Kubja Subba Rao 1984
Chalcidoidea,Mymaridae,,Litus,Litus Haliday 1833	Lytus Blanchard 1840	Malfattia Meunier 1901
Chalcidoidea,Mymaridae,,Macalpinia,Macalpinia Yoshimoto 1975
Chalcidoidea,Mymaridae,,Masonana,Masonana Yoshimoto 1990
Chalcidoidea,Mymaridae,,Metanthemus,Metanthemus Girault 1928
Chalcidoidea,Mymaridae,,Mimalaptus,Mimalaptus Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Mymar,Mymar Curtis 1829	Pterolinononyketra Malac 1943	Oglobliniella Soyka 1946
Chalcidoidea,Mymaridae,,Mymarilla,Mymarilla Westwood 1879
Chalcidoidea,Mymaridae,,Myrmecomymar,Myrmecomymar Yoshimoto 1990
Chalcidoidea,Mymaridae,,Narayanella,Narayanella Subba Rao 1976	Narayana Subba Rao 1976
Chalcidoidea,Mymaridae,,Neolitus,Neolitus Ogloblin 1935	Neolitiscus Ghesquière 1946
Chalcidoidea,Mymaridae,,Neomymar,Neomymar Crawford 1913
Chalcidoidea,Mymaridae,,Neostethynium,Neostethynium Ogloblin 1964
Chalcidoidea,Mymaridae,,Neserythmelus,Neserythmelus Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Nesetaerus,Nesetaerus Doutt 1955
Chalcidoidea,Mymaridae,,Nesomymar,Nesomymar Valentine 1971
Chalcidoidea,Mymaridae,,Nesopatasson,Nesopatasson Valentine 1971
Chalcidoidea,Mymaridae,,Nesopolynema,Nesopolynema Ogloblin 1952
Chalcidoidea,Mymaridae,,Notomymar,Notomymar Doutt & Yoshimoto 1970
Chalcidoidea,Mymaridae,,Omyomymar,Omyomymar Schauff 1983
Chalcidoidea,Mymaridae,,Oncomymar,Oncomymar Ogloblin 1957
Chalcidoidea,Mymaridae,,Ooctonus,Ooctonus Haliday 1833	Sphecomicrus Haliday 1846
Chalcidoidea,Mymaridae,,Palaeoneura,Palaeoneura Waterhouse 1915
Chalcidoidea,Mymaridae,,Paracmotemnus,Paracmotemnus Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Paranaphoidea,Paranaphoidea Girault 1913
Chalcidoidea,Mymaridae,,Parapolynema,Parapolynema Fidalgo 1982
Chalcidoidea,Mymaridae,,Platyfrons,Platyfrons Yoshimoto 1990
Chalcidoidea,Mymaridae,,Platypolynema,Platypolynema Ogloblin 1960
Chalcidoidea,Mymaridae,,Platystethynium,Platystethynium Ogloblin 1946
Chalcidoidea,Mymaridae,,Polynema,Polynema Haliday 1833	Eutriche Nees 1834 Syn.	Callitriche Agassiz 1848 Emend.	Cosmocoma Förster 1856 Syn.	Doryclytus Dalla Torre 1898 Emend.	Barypolynema Ogloblin 1946 Syn.	Maidliella Soyka 1946 Syn.	Novickyella Soyka 1946 Syn.	Notopolynema Ogloblin 1960 Syn.	Tarphypolynema Ogloblin 1960 Syn.	Xenopolynema Ogloblin 1960 Syn.
Chalcidoidea,Mymaridae,,Polynemoidea,Polynemoidea Girault 1913	Selenaeus Waterhouse 1915
Chalcidoidea,Mymaridae,,Polynemula,Polynemula Ogloblin 1967
Chalcidoidea,Mymaridae,,Prionaphes,Prionaphes Hincks 1961
Chalcidoidea,Mymaridae,,Protooctonus,Protooctonus Yoshimoto 1975
Chalcidoidea,Mymaridae,,Pseudanaphes,Pseudanaphes Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Ptilomymar,Ptilomymar Annecke & Doutt 1961
Chalcidoidea,Mymaridae,,Restisoma,Restisoma Yoshimoto 1990
Chalcidoidea,Mymaridae,,Macrocamptoptera,Macrocamptoptera Girault 1910	Herulia Hedqvist 1962 Syn.	Rhila Donev 1989 Syn.
Chalcidoidea,Mymaridae,,Richteria,Richteria Girault 1920
Chalcidoidea,Mymaridae,,Schizophragma,Schizophragma Ogloblin 1949
Chalcidoidea,Mymaridae,,Scleromymar,Scleromymar Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Scolopsopteron,Scolopsopteron Ogloblin 1952
Chalcidoidea,Mymaridae,,Steganogaster,Steganogaster Noyes & Valentine 1989
Chalcidoidea,Mymaridae,,Stephanocampta,Stephanocampta Mathot 1966
Chalcidoidea,Mymaridae,,Stephanodes,Stephanodes Enock 1909	Eustephanodes Ogloblin 1967
Chalcidoidea,Mymaridae,,Stethynium,Stethynium Enock 1909
Chalcidoidea,Mymaridae,,Tanyostethium,Tanyostethium Yoshimoto 1990
Chalcidoidea,Mymaridae,,Tetrapolynema,Tetrapolynema Ogloblin 1946
Chalcidoidea,Mymaridae,,Zelanaphes,Zelanaphes Noyes & Valentine 1989
Chalcidoidea,Ormyridae,,Ormyrulus,Ormyrulus Boucek 1986
Chalcidoidea,Ormyridae,,Ormyrus,Ormyrus Westwood 1832	Periglyphus Boheman 1834	Siphonura Nees 1834	Cyrtosoma Perris 1840	Monobaeus Förster 1860	Tribaeus Förster 1860	Chrysoideus De Stefani 1898	Wania Risbec 1951	Avrasyamyrus Doganlar 1991
Chalcidoidea,Perilampidae,Chrysolampinae,Austrotoxeuma,Austrotoxeuma Girault 1929
Chalcidoidea,Perilampidae,Chrysolampinae,Brachyelatus,Brachyelatus Hoffer & Novicky 1954
Chalcidoidea,Perilampidae,Chrysolampinae,Chrysolampus,Chrysolampus Spinola 1811	Elatus Walker 1848	Lamprostylus Förster 1856	Toxeumoides Girault 1915	Paratoximopsis Girault 1922
Chalcidoidea,Perilampidae,Chrysolampinae,Chrysomalla,Chrysomalla Förster 1859
Chalcidoidea,Perilampidae,Chrysolampinae,Elatomorpha,Elatomorpha Zerova 1970
Chalcidoidea,Perilampidae,Chrysolampinae,Parelatus,Parelatus Girault 1916
Chalcidoidea,Perilampidae,Perilampinae,Burksilampus,Burksilampus Boucek 1978
Chalcidoidea,Perilampidae,Perilampinae,Euperilampus,Euperilampus Walker 1871	Euperilampoides Girault 1915	Nesoperilampus Rohwer 1923
Chalcidoidea,Perilampidae,Perilampinae,Krombeinius,Krombeinius Boucek 1978
Chalcidoidea,Perilampidae,Perilampinae,Monacon,Monacon Waterston 1922
Chalcidoidea,Perilampidae,Perilampinae,Perilampus,Perilampus Latreille 1809	Cinipsillum Lamarck 1817 Syn.	Cynipsillum Agassiz 1845 Emend.	Afroperilampus Risbec 1957	Bagdasar Argaman 1990	Balintos Argaman 1990	Bukbakas Argaman 1990	Dekterek Argaman 1990	Durgadas Argaman 1990	Ecalibur Argaman 1990	Fifirtiz Argaman 1990	Fulaytar Argaman 1990	Goyurfis Argaman 1990	Ihrambek Argaman 1990	Itonayis Argaman 1990	Kekender Argaman 1990	Lufarfar Argaman 1990	Mivarhis Argaman 1990	Naspoyar Argaman 1990	Nilgator Argaman 1990	Orarlar Argaman 1990	Pondoros Argaman 1990	Sicatang Argaman 1990	Taltonos Argaman 1990	Tiboras Argaman 1990	Tondolos Argaman 1990	Vadramas Argaman 1990
Chalcidoidea,Perilampidae,Perilampinae,Sericops,Sericops Kriechbaumer 1894
Chalcidoidea,Perilampidae,Perilampinae,Steffanolampus,Steffanolampus Peck 1974
Chalcidoidea,Perilampidae,Philomidinae,Aperilampus,Aperilampus Walker 1871
Chalcidoidea,Perilampidae,Philomidinae,Philomides,Philomides Haliday 1862	Sternodes De Stefani 1891	Destefania Dalla Torre 1897	Fissicrania Risbec 1951
Chalcidoidea,Pteromalidae,Asaphinae,Asaphes,Asaphes Walker 1834	Isocratus Förster 1856	Parectroma Brèthes 1913
Chalcidoidea,Pteromalidae,Asaphinae,Ausasaphes,Ausasaphes Boucek 1988
