superfamily,family,subfamily,genus,genus and synonyms
Chalcidoidea,Encyrtidae,Encyrtinae,Pareupelmus,Pareupelmus Kryger 1951
Chalcidoidea,Encyrtidae,Encyrtinae,Pareusemion,Pareusemion Ishii 1925
Chalcidoidea,Encyrtidae,Encyrtinae,Pasulinia,Pasulinia Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Encyrtinae,Pawenus,Pawenus Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Encyrtinae,Pentacladocerus,Pentacladocerus Erdös 1963	Homalotyloda Szelényi 1972
Chalcidoidea,Encyrtidae,Encyrtinae,Pentelicus,Pentelicus Howard 1895	Hemaenasius Ashmead 1900 Syn.	Hemiaenasius Schulz 1906 Syn.	Epaenasomyia Girault 1917 Syn.	Cowperella Girault 1935 Syn.
Chalcidoidea,Encyrtidae,Encyrtinae,Perpolia,Perpolia Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Encyrtinae,Phauloencyrtus,Phauloencyrtus Girault 1940
Chalcidoidea,Encyrtidae,Encyrtinae,Philosindia,Philosindia Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Encyrtinae,Pistulina,Pistulina Hoffer 1976
Chalcidoidea,Encyrtidae,Encyrtinae,Plagiomerus,Plagiomerus Crawford 1910	Parahomalopoda Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Platencyrtus,Platencyrtus Ferrière 1955	Platyencyrtus Erdös & Novicky 1955
Chalcidoidea,Encyrtidae,Encyrtinae,Prionomastix,Prionomastix Mayr 1876	Liocarus Thomson 1876	Chestomorpha Ashmead 1900	Aprionomastix Girault 1913
Chalcidoidea,Encyrtidae,Encyrtinae,Prionomitoides,Prionomitoides Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Prionomitus,Prionomitus Mayr 1876
Chalcidoidea,Encyrtidae,Encyrtinae,Prochiloneurus,"Prochiloneurus Silvestri 1915	Achrysopophagus Girault 1915	Parachrysopophagus Agarwal 1965	Neoprochiloneurus Viggiani 1966	Prochiloneuroides Hayat, Alam & Agarwal 1975"
Chalcidoidea,Encyrtidae,Encyrtinae,Proleuroceroides,"Proleuroceroides Shafee, Alam & Agarwal 1975"
Chalcidoidea,Encyrtidae,Encyrtinae,Proleurocerus,Proleurocerus Ferrière 1935	Arachnosinis Compere & Zinna 1955
Chalcidoidea,Encyrtidae,Encyrtinae,Protyndarichoides,Protyndarichoides Noyes 1980
Chalcidoidea,Encyrtidae,Encyrtinae,Pseudaphycus,Pseudaphycus Clausen 1915	Pseudaphycus Timberlake 1916	Psilomirinus Brèthes 1916
Chalcidoidea,Encyrtidae,Encyrtinae,Pseudectroma,Pseudectroma Girault 1915	Timberlakia Mercet 1925
Chalcidoidea,Encyrtidae,Encyrtinae,Pseudencyrtoides,Pseudencyrtoides Gordh & Trjapitzin 1975
Chalcidoidea,Encyrtidae,Encyrtinae,Pseudencyrtus,Pseudencyrtus Ashmead 1900
Chalcidoidea,Encyrtidae,Encyrtinae,Pseudhomalopoda,Pseudhomalopoda Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Pseudococcobius,Pseudococcobius Timberlake 1916	Australrhopoideus Girault 1926	Pezaphycus Nowickij 1926
Chalcidoidea,Encyrtidae,Encyrtinae,Pseudorhopus,Pseudorhopus Timberlake 1926	Americencyrtus Sugonjaev 1989
Chalcidoidea,Encyrtidae,Encyrtinae,Psilophryoidea,Psilophryoidea Compere 1928
Chalcidoidea,Encyrtidae,Encyrtinae,Psilophrys,Psilophrys Mayr 1876
Chalcidoidea,Encyrtidae,Encyrtinae,Psyllaephagus,Psyllaephagus Ashmead 1900	Mirocerus Ashmead 1904 Syn.	Calocerineloides Girault 1913 Syn.	Epanagyrus Girault 1915 Syn.	Neanagyrus Girault 1915 Syn.	Anagyropsis Girault 1917 Syn.	Metaprionomitus Mercet 1921 Syn.	Shakespearia Girault 1928 Syn.	Psyllencyrtus Tachikawa 1955 Syn.	Calluniphilus Erdös 1961 Syn.	Anisodromus Riek 1962 Syn.	Ooencyrtoides Hoffer 1963 Syn.	Propsyllaephagus Blanchard 1964 Syn.	Mercetia Bakkendorf 1965 Syn.	Kaszabicyrtus Szelényi 1971 Syn.
Chalcidoidea,Encyrtidae,Encyrtinae,Psyllaphycus,Psyllaphycus Hayat 1972
Chalcidoidea,Encyrtidae,Encyrtinae,Psyllechthrus,Psyllechthrus Ghesquière 1958
Chalcidoidea,Encyrtidae,Encyrtinae,Pulexencyrtus,Pulexencyrtus Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Encyrtinae,Quadrencyrtus,Quadrencyrtus Hoffer 1952
Chalcidoidea,Encyrtidae,Encyrtinae,Raffaellia,Raffaellia Girault 1922	Raffaellisca Ghesquière 1946
Chalcidoidea,Encyrtidae,Encyrtinae,Rhopalencyrtoidea,Rhopalencyrtoidea Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Rhytidothorax,Rhytidothorax Ashmead 1900	Anusomyia Girault 1915	Ectromoides Girault 1915	Mesanusomyiia Girault 1922	Swazencyrtus Prinsloo & Annecke 1979
Chalcidoidea,Encyrtidae,Encyrtinae,Ruandella,Ruandella Risbec 1957	Macchiencyrtus Annecke 1971	Turnerella Subba Rao 1971
Chalcidoidea,Encyrtidae,Encyrtinae,Ruskiniana,Ruskiniana Girault 1923
Chalcidoidea,Encyrtidae,Encyrtinae,Saera,Saera Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Encyrtinae,Sanghalia,Sanghalia Risbec 1955
Chalcidoidea,Encyrtidae,Encyrtinae,Saprencyrtus,Saprencyrtus Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Encyrtinae,Sarisencyrtus,Sarisencyrtus Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Encyrtinae,Satureia,Satureia Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Encyrtinae,Sauleia,Sauleia Sugonjaev 1964
Chalcidoidea,Encyrtidae,Encyrtinae,Scotteus,Scotteus Masi 1917
Chalcidoidea,Encyrtidae,Encyrtinae,Sectiliclava,Sectiliclava Hoffer 1957	Parapsyllaephagus Robinson 1961
Chalcidoidea,Encyrtidae,Encyrtinae,Semen,Semen Hoffer 1954
Chalcidoidea,Encyrtidae,Encyrtinae,Shenahetia,Shenahetia Noyes 1980
Chalcidoidea,Encyrtidae,Encyrtinae,Simmondsiella,Simmondsiella Noyes 1980
Chalcidoidea,Encyrtidae,Encyrtinae,Solenaphycus,Solenaphycus De Santis 1972
Chalcidoidea,Encyrtidae,Encyrtinae,Solenoencyrtus,Solenoencyrtus De Santis 1964
Chalcidoidea,Encyrtidae,Encyrtinae,Spaniopterus,Spaniopterus Gahan 1927
Chalcidoidea,Encyrtidae,Encyrtinae,Stemmatosteres,Stemmatosteres Timberlake 1918
Chalcidoidea,Encyrtidae,Encyrtinae,Stenoteropsis,Stenoteropsis Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Subprionomitus,Subprionomitus Mercet 1921	Kakaoburra Girault 1922
Chalcidoidea,Encyrtidae,Encyrtinae,Syrphophagus,Syrphophagus Ashmead 1900	Aphidencyrtus Ashmead 1900	Echthrobaccha Perkins 1906	Nesyrphophagus Girault 1915	Hexanusia Girault 1922	Syrphidencyrtus Blanchard 1940
Chalcidoidea,Encyrtidae,Encyrtinae,Szelenyiola,Szelenyiola Trjapitzin 1977
Chalcidoidea,Encyrtidae,Encyrtinae,Tachardiaephagus,Tachardiaephagus Ashmead 1904	Lissencyrtus Cameron 1913	Tachardiaephagus Girault 1916
Chalcidoidea,Encyrtidae,Encyrtinae,Tachardiobius,Tachardiobius Timberlake 1926
Chalcidoidea,Encyrtidae,Encyrtinae,Tachinaephagus,Tachinaephagus Ashmead 1904	Phaenodiscoides Girault 1915	Tachinacphagus Girault 1917	Australencyrtus Johnston & Tiegs 1921	Australomalotylus Risbec 1956
Chalcidoidea,Encyrtidae,Encyrtinae,Tanyencyrtus,Tanyencyrtus De Santis 1972
Chalcidoidea,Encyrtidae,Encyrtinae,Tassonia,Tassonia Girault 1921
Chalcidoidea,Encyrtidae,Encyrtinae,Teleterebratus,Teleterebratus Compere & Zinna 1955
Chalcidoidea,Encyrtidae,Encyrtinae,Tetarticlava,Tetarticlava Noyes 1980
Chalcidoidea,Encyrtidae,Encyrtinae,Tetracyclos,Tetracyclos Kryger 1942
Chalcidoidea,Encyrtidae,Encyrtinae,Thomsonisca,Thomsonisca Ghesquière 1946	Thomsoniella Mercet 1921	Heterencyrtus Hoffer 1953	Athesmus Erdös & Novicky 1955	Euussuria Chumakova 1957	Kosztarabia Erdös 1957	Pakencyrtus Ahmad 1970
Chalcidoidea,Encyrtidae,Encyrtinae,Tineophoctonus,Tineophoctonus Ashmead 1900
Chalcidoidea,Encyrtidae,Encyrtinae,Tobiasia,Tobiasia Trjapitzin 1962
Chalcidoidea,Encyrtidae,Encyrtinae,Trechnites,Trechnites Thomson 1876	Psylledontus Crawford 1910	Metallonella Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Tremblaya,Silvestria Trjapitzin 1972 Homo.	Tremblaya Trjapitzin 1985
Chalcidoidea,Encyrtidae,Encyrtinae,Trichomasthus,Trichomasthus Thomson 1876	Coccidoxenus Crawford 1913
Chalcidoidea,Encyrtidae,Encyrtinae,Trigonogaster,Trigonogaster Guérin-Méneville 1844
Chalcidoidea,Encyrtidae,Encyrtinae,Trjapitzinellus,Trjapitzinellus Viggiani 1967
Chalcidoidea,Encyrtidae,Encyrtinae,Tyndarichus,Tyndarichus Howard 1910
Chalcidoidea,Encyrtidae,Encyrtinae,Tyndaricopsis,Tyndaricopsis Gordh & Trjapitzin 1981
Chalcidoidea,Encyrtidae,Encyrtinae,Vietmachus,Vietmachus Sugonjaev 1995
Chalcidoidea,Encyrtidae,Encyrtinae,Viggianiola,Viggianiola Trjapitzin 1982
Chalcidoidea,Encyrtidae,Encyrtinae,Whittieria,Whittieria Girault 1938
Chalcidoidea,Encyrtidae,Encyrtinae,Xenoencyrtus,Xenoencyrtus Riek 1962
Chalcidoidea,Encyrtidae,Encyrtinae,Xenostryxis,Xenostryxis Girault 1920
Chalcidoidea,Encyrtidae,Encyrtinae,Xerencyrtus,Xerencyrtus Trjapitzin 1972
Chalcidoidea,Encyrtidae,Encyrtinae,Xylencyrtus,Xylencyrtus Annecke 1968
Chalcidoidea,Encyrtidae,Encyrtinae,Zaomma,Zaomma Ashmead 1900	Apterencyrtus Ashmead 1905	Metallonoidea Girault 1915	Chiloneurinus Mercet 1921	Richardsius Alam 1957	Metapterencyrtus Tachikawa 1963
Chalcidoidea,Encyrtidae,Encyrtinae,Zaommoencyrtus,Zaommoencyrtus Girault 1916	Bethylomimus Trjapitzin 1962
Chalcidoidea,Encyrtidae,Encyrtinae,Zarhopaloides,Zarhopaloides Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Zelaphycus,Zelaphycus Noyes 1988
Chalcidoidea,Encyrtidae,Encyrtinae,Zelencyrtus,Zelencyrtus Noyes 1988
Chalcidoidea,Encyrtidae,Encyrtinae,Zooencyrtus,Zooencyrtus Girault 1915
Chalcidoidea,Encyrtidae,Encyrtinae,Zozoros,Zozoros Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Tetracneminae,Acerophagoides,Acerophagoides Blanchard 1940
Chalcidoidea,Encyrtidae,Tetracneminae,Adektitopus,Adektitopus Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Tetracneminae,Aenasius,"Aenasius Walker 1846	Chalcaspis Howard 1895	Neodiscodes Compere 1931	Pseudanasius Hayat, Alam & Agarwal 1975"
Chalcidoidea,Encyrtidae,Tetracneminae,Aeptencyrtus,Aeptencyrtus De Santis 1964
Chalcidoidea,Encyrtidae,Tetracneminae,Aglyptus,Aglyptus Förster 1856
Chalcidoidea,Encyrtidae,Tetracneminae,Alamella,Alamella Agarwal 1966
Chalcidoidea,Encyrtidae,Tetracneminae,Allocerellus,Allocerellus Silvestri 1915
Chalcidoidea,Encyrtidae,Tetracneminae,Ameniscocephalus,Ameniscocephalus Girault 1915
Chalcidoidea,Encyrtidae,Tetracneminae,Anagyrietta,Anagyrietta Ferrière 1955
Chalcidoidea,Encyrtidae,Tetracneminae,Anagyrus,Anagyrus Howard 1896	Heterarthrellus Howard 1898 Syn.	Epidinocarsis Girault 1913 Syn.	Paranusia Brèthes 1913 Syn.	Philoponectroma Brèthes 1913 Syn.	Doliphoceras Mercet 1921 Syn.	Gyranusa Mercet 1921 Syn.	Gyranusia Brèthes 1921 Syn.	Protanagyrus Blanchard 1940 Syn.	Apoanagyrus Compere 1947 Syn.	Anathrix Burks 1952 Syn.	Rhopomorphus Ghesquière 1958 Syn.	Aglyptoideus De Santis 1964 Syn.	Nesoanagyrus Beardsley 1969 Syn.	Xiphomastix De Santis 1972 Syn.	Cremesina Noyes & Hayat 1984 Syn.	Tongyus Noyes & Hayat 1984 Syn.
Chalcidoidea,Encyrtidae,Tetracneminae,Ananusia,Ananusia Girault 1917	Paranusia Girault 1913	Myrmencyrtus Gordh & Trjapitzin 1979
Chalcidoidea,Encyrtidae,Tetracneminae,Anomalencyrtus,Anomalencyrtus Hayat & Verma 1980
Chalcidoidea,Encyrtidae,Tetracneminae,Anomalicornia,Anomalicornia Mercet 1921
Chalcidoidea,Encyrtidae,Tetracneminae,Anusia,Anusia Förster 1856
Chalcidoidea,Encyrtidae,Tetracneminae,Anusioptera,Anusioptera Brues 1910
Chalcidoidea,Encyrtidae,Tetracneminae,Apoleptomastix,Apoleptomastix Kerrich 1982
Chalcidoidea,Encyrtidae,Tetracneminae,Aquaencyrtus,Aquaencyrtus Hoffer 1952	Penichrus Erdös 1960
Chalcidoidea,Encyrtidae,Tetracneminae,Asencyrtus,Asencyrtus Trjapitzin 1971
Chalcidoidea,Encyrtidae,Tetracneminae,Asitus,Asitus Erdös 1955	Ferriereus Ghesquière 1956
Chalcidoidea,Encyrtidae,Tetracneminae,Avernes,Avernes Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Tetracneminae,Bactritopus,Bactritopus Trjapitzin 1989
Chalcidoidea,Encyrtidae,Tetracneminae,Blepyrus,Blepyrus Howard 1898	Euryrhopalus Howard 1898	Coccophoctonus Ashmead 1900	Synaspidia Timberlake 1924
Chalcidoidea,Encyrtidae,Tetracneminae,Bureshiella,Bureshiella Hoffer 1983
Chalcidoidea,Encyrtidae,Tetracneminae,Callaincyrtus,Callaincyrtus Prinsloo & Annecke 1979
Chalcidoidea,Encyrtidae,Tetracneminae,Callipteroma,Callipteroma Motschulsky 1863	Calocerinella Girault 1913
Chalcidoidea,Encyrtidae,Tetracneminae,Ceraptrocerella,Ceraptrocerella Girault 1918	Austrotropidia Kerrich 1978
Chalcidoidea,Encyrtidae,Tetracneminae,Charitopus,Charitopus Förster 1856	Leptorhopala Motschulsky 1863	Eupelmomorpha Girault 1915	Diversicornia Mercet 1916
Chalcidoidea,Encyrtidae,Tetracneminae,Chrysoplatycerus,Chrysoplatycerus Ashmead 1889	Rileya Howard 1888	Encyrtolophus De Santis 1972	Paraplatycerus Hall 1974	Metaplatycerus Gordh & Trjapitzin 1978
Chalcidoidea,Encyrtidae,Tetracneminae,Cladiscodes,Cladiscodes Subba Rao 1977
Chalcidoidea,Encyrtidae,Tetracneminae,Clausenia,Clausenia Ishii 1923
Chalcidoidea,Encyrtidae,Tetracneminae,Coccidoxenoides,Coccidoxenoides Girault 1915	Pauridia Timberlake 1919
Chalcidoidea,Encyrtidae,Tetracneminae,Cryptanusia,Cryptanusia Girault 1917	Anusoidea Girault 1926
Chalcidoidea,Encyrtidae,Tetracneminae,Cryptoplatycerus,Cryptoplatycerus Trjapitzin 1982
Chalcidoidea,Encyrtidae,Tetracneminae,Cyrtocoryphes,Cyrtocoryphes Timberlake 1926
Chalcidoidea,Encyrtidae,Tetracneminae,Dicarnosis,Dicarnosis Mercet 1921
Chalcidoidea,Encyrtidae,Tetracneminae,Dinocarsiella,Dinocarsiella Mercet 1921
Chalcidoidea,Encyrtidae,Tetracneminae,Dinocarsis,Dinocarsis Förster 1856	Euscapus Dahlbom 1857
Chalcidoidea,Encyrtidae,Tetracneminae,Dusmetia,Dusmetia Mercet 1921	Bacalusa Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Tetracneminae,Ectromatopsis,Ectromatopsis Compere 1947
Chalcidoidea,Encyrtidae,Tetracneminae,Eotopus,Eotopus Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Tetracneminae,Epanusia,Epanusia Girault 1913
Chalcidoidea,Encyrtidae,Tetracneminae,Eremophasma,Eremophasma Sugonjaev & Trjapitzin 1979
Chalcidoidea,Encyrtidae,Tetracneminae,Ericydnus,Ericydnus Haliday 1832	Grandoriella Domenichini 1952
Chalcidoidea,Encyrtidae,Tetracneminae,Euzkadiella,Euzkadiella Mercet 1922
Chalcidoidea,Encyrtidae,Tetracneminae,Extencyrtus,Extencyrtus Noyes & Woolley 1994
Chalcidoidea,Encyrtidae,Tetracneminae,Gafsa,Gafsa Thuroczy & Trjapitzin 1990
Chalcidoidea,Encyrtidae,Tetracneminae,Gyranusoidea,Gyranusoidea Compere 1947	Leptanusia De Santis 1964	Neuranagyrus Boucek 1977	Therencyrtus Trjapitzin 1977
Chalcidoidea,Encyrtidae,Tetracneminae,Hambletonia,Hambletonia Compere 1936
Chalcidoidea,Encyrtidae,Tetracneminae,Hofferencyrtus,Hofferencyrtus Boucek 1977
Chalcidoidea,Encyrtidae,Tetracneminae,Holanusomyia,Holanusomyia Girault 1915
Chalcidoidea,Encyrtidae,Tetracneminae,Holcencyrtus,Holcencyrtus Ashmead 1900	Pheidoloxenus Ashmead 1904	Pheidoloxenus Girault 1915	Coelaspidia Timberlake 1923	Pheidoloxeniscus Ghesquière 1946	Acroaspidia Compere & Zinna 1955	Phasmencyrtus Gordh & Trjapitzin 1978
Chalcidoidea,Encyrtidae,Tetracneminae,Incisencyrtus,Incisencyrtus Prinsloo 1988
Chalcidoidea,Encyrtidae,Tetracneminae,Leptomastidea,Leptomastidea Mercet 1916	Tanaomastix Timberlake 1918
Chalcidoidea,Encyrtidae,Tetracneminae,Leptomastix,Leptomastix Förster 1856	Sterrhocoma Förster 1856	Stenoterys Thomson 1876
Chalcidoidea,Encyrtidae,Tetracneminae,Lutherisca,Lutherisca Ghesquière 1946	Lutheria Girault 1919
Chalcidoidea,Encyrtidae,Tetracneminae,Lyka,Lyka Mercet 1921
Chalcidoidea,Encyrtidae,Tetracneminae,Manicnemus,Manicnemus Hayat 1981
Chalcidoidea,Encyrtidae,Tetracneminae,Marxella,Marxella Girault 1932
Chalcidoidea,Encyrtidae,Tetracneminae,Mashhoodia,Mashhoodia Shafee 1972
Chalcidoidea,Encyrtidae,Tetracneminae,Metaphaenodiscus,Metaphaenodiscus Mercet 1921	Keatsia Girault 1928	Ramalia Mercet 1947	Ramalia Ferrière 1953
Chalcidoidea,Encyrtidae,Tetracneminae,Mira,Mira Schellenberg 1803	Dicelloceras Menzel 1855	Euryscapus Förster 1856	Lonchocerus Dahlbom 1857	Euzkadia Mercet 1921
Chalcidoidea,Encyrtidae,Tetracneminae,Mohelencyrtus,Mohelencyrtus Hoffer 1969
Chalcidoidea,Encyrtidae,Tetracneminae,Mohelniella,Mohelniella Hoffer 1964
Chalcidoidea,Encyrtidae,Tetracneminae,Monodiscodes,Monodiscodes Hoffer 1953	Monodiscodes Hoffer 1954 Homo.	Tetralophisca Trjapitzin & Herthevtzian 1979 Syn.
Chalcidoidea,Encyrtidae,Tetracneminae,Monstranusia,Monstranusia Trjapitzin 1964
Chalcidoidea,Encyrtidae,Tetracneminae,Moraviella,Moraviella Hoffer 1954
Chalcidoidea,Encyrtidae,Tetracneminae,Neocharitopus,"Neocharitopus Hayat, Alam & Agarwal 1975	Insleyia Prinsloo & Annecke 1979"
Chalcidoidea,Encyrtidae,Tetracneminae,Neodusmetia,Neodusmetia Kerrich 1964
Chalcidoidea,Encyrtidae,Tetracneminae,Neoplatycerus,Neoplatycerus Subba Rao 1965
Chalcidoidea,Encyrtidae,Tetracneminae,Neorhopus,Neorhopus Girault 1917
Chalcidoidea,Encyrtidae,Tetracneminae,Nesebaria,Nesebaria Hoffer 1970
Chalcidoidea,Encyrtidae,Tetracneminae,Notodusmetia,Notodusmetia Noyes 1988
Chalcidoidea,Encyrtidae,Tetracneminae,Odiaglyptus,Odiaglyptus Noyes 1988
Chalcidoidea,Encyrtidae,Tetracneminae,Paraclausenia,Paraclausenia Hayat 1980
Chalcidoidea,Encyrtidae,Tetracneminae,Paracopidosoma,Paracopidosoma Hoffer 1957	Matrella Erdös 1959
Chalcidoidea,Encyrtidae,Tetracneminae,Paraenasioidea,Paraenasioidea Hoffer 1953
Chalcidoidea,Encyrtidae,Tetracneminae,Paramasia,Paramasia Hoffer 1953
Chalcidoidea,Encyrtidae,Tetracneminae,Paranathrix,Paranathrix Myartseva 1980
Chalcidoidea,Encyrtidae,Tetracneminae,Parapyrus,Parapyrus Noyes 1984
Chalcidoidea,Encyrtidae,Tetracneminae,Parectromoidella,Parectromoidella Girault 1915	Eucheiloneuropsis Girault 1922
Chalcidoidea,Encyrtidae,Tetracneminae,Pelmatencyrtus,Pelmatencyrtus De Santis 1964
Chalcidoidea,Encyrtidae,Tetracneminae,Phasmocephalon,Phasmocephalon Trjapitzin 1977
Chalcidoidea,Encyrtidae,Tetracneminae,Phasmocera,Phasmocera Trjapitzin 1971
Chalcidoidea,Encyrtidae,Tetracneminae,Phasmopoda,Phasmopoda Trjapitzin 1977
Chalcidoidea,Encyrtidae,Tetracneminae,Paraleurocerus,Praleurocerus Agarwal 1974	Paraleurocerus Agarwal 1966
Chalcidoidea,Encyrtidae,Tetracneminae,Pseudleptomastix,Pseudleptomastix Girault 1915
Chalcidoidea,Encyrtidae,Tetracneminae,Rhopus,Rhopus Förster 1856	Xanthoencyrtus Ashmead 1902	Mirastymachus Girault 1915	Scelioencyrtus Girault 1915	Pholidoceras Mercet 1918	Pholidocerodes Ferrière 1955	Platyrhopus Erdös 1955	Hamusencyrtus Subba Rao & Hayat 1979	Neoxanthoencyrtus Avasthi & Shafee 1980
Chalcidoidea,Encyrtidae,Tetracneminae,Ruanderoma,Ruanderoma Noyes & Hayat 1984
Chalcidoidea,Encyrtidae,Tetracneminae,Sakencyrtus,Sakencyrtus Hayat 1981
Chalcidoidea,Encyrtidae,Tetracneminae,Savzdargia,Savzdargia Trjapitzin 1979
Chalcidoidea,Encyrtidae,Tetracneminae,Schilleriella,Schilleriella Ghesquière 1946	Schilleria Girault 1932
Chalcidoidea,Encyrtidae,Tetracneminae,Taftia,Taftia Ashmead 1904
Chalcidoidea,Encyrtidae,Tetracneminae,Tetracnemoidea,Tetracnemoidea Howard 1898	Tetracnemopsis Ashmead 1900	Arhopoideus Girault 1915	Ectromella Girault 1915	Anarhopus Timberlake 1929	Hungariella Erdös 1946	Antipodencyrtus Kerrich 1964	Zealandencyrtus Tachikawa & Valentine 1971
Chalcidoidea,Encyrtidae,Tetracneminae,Tetracnemus,Tetracnemus Westwood 1837	Calocerinus Howard 1892	Tetracladia Howard 1892	Henicopygus Ashmead 1900	Tetralophidea Ashmead 1900	Tetralophiellus Ashmead 1900	Paracalocerinus Girault 1915	Nebaocharis Girault 1916	Masia Mercet 1919	Anusiella Mercet 1923	Placoceras Erdös 1946	Comperencyrtus De Santis 1964
Chalcidoidea,Encyrtidae,Tetracneminae,Tricladia,Tricladia Mercet 1918	Tricnemus Mercet 1921
Chalcidoidea,Encyrtidae,Tetracneminae,Tropidophryne,Tropidophryne Compere 1931
Chalcidoidea,Encyrtidae,Tetracneminae,Vosleria,Vosleria Timberlake 1926
Chalcidoidea,Encyrtidae,Tetracneminae,Xanthoectroma,Xanthoectroma Mercet 1925
Chalcidoidea,Encyrtidae,Tetracneminae,Xenanusia,Xenanusia Girault 1917
Chalcidoidea,Encyrtidae,Tetracneminae,Yasumatsuiola,Yasumatsuiola Trjapitzin 1977
Chalcidoidea,Encyrtidae,Tetracneminae,Zaplatycerus,Zaplatycerus Timberlake 1925
Chalcidoidea,Encyrtidae,Tetracneminae,Zarhopalus,Zarhopalus Ashmead 1900	Anagyrella Girault 1915
Chalcidoidea,Eucharitidae,Akapalinae,Akapala,Akapala Girault 1934
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Ancylotropus,Ancylotropus Cameron 1909
Chalcidoidea,Eucharitidae,Gollumiellinae,Anorasema,Anorasema Boucek 1988
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Austeucharis,Austeucharis Boucek 1988
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Chalcura,Chalcura Kirby 1886	Rhipipallus Kirby 1886	Astilbula Girault 1913	Chalcurella Girault 1913	Chalcurelloides Girault 1913	Chalcuroidella Girault 1913	Chalcuroides Girault 1913	Epimetagea Girault 1913	Arhipipallus Girault 1936	Parachalcura Girault 1940
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Cherianella,Cherianella Narendran 1994
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Dicoelothorax,Dicoelothorax Ashmead 1899
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Dilocantha,Dilocantha Shipp 1894
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Eucharis,Eucharis Latreille 1804	Chalcurella Gussakovskiy 1940	Eucharisca Boucek 1956	Psilogaster Blanchard 1840 Homo.	Pachyeucharis Boucek 1956
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Eucharissa,Eucharissa Westwood 1868
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Galearia,Galearia Brullé 1846	Acrostela Shipp 1894	Pseudokapala Gemignani 1947
Chalcidoidea,Eucharitidae,Gollumiellinae,Gollumiella,Gollumiella Hedqvist 1978
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Hydrorhoa,Hydrorhoa Kieffer 1905	Stibulaspis Cameron 1907
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Isomerala,Isomerala Shipp 1894
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Kapala,Kapala Cameron 1884	Capala Schulz 1906 Lapsus	Holcokapala Cameron 1913
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Lasiokapala,Lasiokapala Ashmead 1899
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Lirata,Lirata Cameron 1884
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Liratella,Liratella Girault 1913
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Lophyrocera,Lophyrocera Cameron 1884	Tetramelia Kirby 1886
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Mateucharis,Mateucharis Boucek & Watsham 1982
Chalcidoidea,Eucharitidae,Eucharitinae Psilocharitini,Neolosbanus,Neolosbanus Heraty 1994
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Obeza,Obeza Heraty 1985
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Parakapala,Parakapala Gemignani 1937
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Parapsilogastrus,Parapsilogastrus Ghesquière 1946	Psilogasteroides Girault 1913 Homo.	Parapsilogaster Girault 1915	Psilogasteroides Brèthes 1910
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Pseudochalcura,Pseudochalcura Ashmead 1904
Chalcidoidea,Eucharitidae,Eucharitinae Eucharitini,Pseudometagea,Pseudometagea Ashmead 1899
Chalcidoidea,Eucharitidae,Eucharitinae Psilocharitini,Psilocharis,Psilocharis Heraty 1994
