7585,8,1077
7585,12,146
7585,15,1078
7585,18,1671
7586,1,1070
7586,2,441
7586,3,1071
7586,4,1072
7586,12,443
7586,15,758
7586,18,1694
7587,2,643
7587,4,644
7587,5,385
7587,9,646
7587,12,384
7587,15,647
7587,18,1693
7588,1,367
7588,2,639
7588,3,1167
7588,8,883
7588,12,366
7588,15,638
7588,18,1678
7589,1,329
7589,2,1068
7589,5,1677
7589,8,882
7589,12,331
7589,15,1093
7589,18,1676
7590,12,293
7591,12,636
7592,2,450
7592,4,632
7592,12,453
7592,15,451
7592,18,1710
7593,12,617
7593,15,618
7594,2,611
7594,12,294
7595,2,137
7595,4,634
7595,8,635
7595,12,152
7595,15,637
7596,1,447
7596,2,448
7596,8,615
7596,12,449
7596,15,616
7596,18,1709
7597,1,343
7597,2,609
7597,5,610
7597,8,881
7597,12,345
7597,15,1092
7597,18,1675
7598,2,605
7598,8,606
7598,9,607
7598,15,608
7599,2,519
7599,4,604
7599,12,521
7599,18,1688
7600,2,117
7600,9,437
7600,12,120
7600,15,438
7601,1,326
7601,3,603
7601,4,434
7601,5,332
7601,7,2338
7601,9,436
7601,12,327
7601,15,328
7601,18,1674
7602,1,62
7602,2,63
7602,4,64
7602,5,65
7602,8,602
7602,12,61
7602,15,111
7602,18,1670
7603,2,112
7603,8,432
7603,12,115
7603,15,433
7604,1,377
7604,2,1080
7604,5,376
7604,12,373
7604,15,374
7604,18,1708
7605,1,321
7605,2,389
7605,8,427
7605,9,428
7605,12,291
7605,15,429
7605,18,1673
7606,2,596
7606,4,598
7606,8,595
7606,12,290
7606,15,599
7606,18,1657
7607,2,594
7607,12,288
7607,15,289
7607,18,1661
7608,2,1235
7608,12,285
7608,15,426
7608,18,1660
7609,1,253
7609,12,254
7609,15,255
7610,1,283
7610,2,247
7610,5,248
7610,15,251
7610,16,252
7610,18,1707
7611,1,237
7611,2,238
7611,8,240
7611,10,591
7611,14,592
7611,15,241
7612,1,231
7612,2,232
7612,8,236
7612,12,233
7612,15,234
7612,18,1692
7613,1,47
7613,2,48
7613,4,49
7613,8,51
7613,12,46
7613,13,75
7613,14,76
7613,15,77
7620,12,282
7626,12,267
7632,12,242
7633,12,271
7637,2,198
7637,12,199
7637,13,1242
7644,1,363
7644,2,364
7644,3,1166
7644,4,642
7644,8,884
7644,12,362
7644,18,1679
7646,1,1004
7646,2,1001
7646,3,1095
7646,4,999
7646,5,648
7646,6,1002
7646,7,1003
7646,9,1096
7647,1,600
7647,2,390
7647,6,391
7647,12,392
7648,2,393
7648,4,2316
7648,6,394
7648,12,601
7649,1,121
7649,2,122
7649,8,123
7649,9,124
7649,12,125
7649,13,126
7650,2,522
7650,8,587
7650,12,524
7650,15,588
7650,18,1689
7652,12,292
7653,1,355
7653,2,1171
7653,8,890
7653,12,357
7654,1,370
7654,8,893
7654,12,371
7655,2,1706
7658,12,530
7659,2,531
7659,15,532
7660,2,1074
7660,4,631
7660,12,1073
7660,13,629
7660,15,628
7703,12,2317
7705,12,2318
7870,2,2331
