141,20,3,"<i>Dirhinus giffardii</i> head: lateral oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
141,21,1,"<i>Dirhinus giffardii</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
146,61,2,"<i>D. crawfordi</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
146,62,3,"<i>D. crawfordi</i> labrum: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
146,63,1,"<i>D. crawfordi</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
146,64,4,"<i>D. crawfordi</i> head: lateral oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
151,81,1,"<i>A. daci</i>  habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
151,82,4,"<i>A. daci</i> scutellum: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
151,299,5,"<i>A. daci</i> scutellum: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
151,300,3,"<i>A. daci</i> head: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
151,301,2,"<i>A. daci</i> head: antero-lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
152,60,1,"<i>D. brasiliensis</i> dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
153,274,2,"<i>D. alloeum</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
153,276,3,"<i>D. alloeum</i> mesothorax: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
153,277,4,"<i>D. alloeum</i> abdomen: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
153,558,1,"<i>D. alloeum</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
155,46,2,"<i>Coptera sp.</i> fore wing, left","0000-00-00 00:00:00","2004-11-08 10:32:21",""
155,47,1,"<i>Coptera sp.</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
155,50,4,"<i>Spilomicrus sp.</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
155,51,5,"<i>Trichopria sp.</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
155,564,3,"<i>Spilomicrus sp.</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
157,310,1,"<i>Dicerataspis sp.</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
157,311,2,"<i>Dicerataspis sp.</i> thorax: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
157,312,3,"<i>Dicerataspis sp.</i> thorax: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
157,313,4,"<i>Dicerataspis sp.</i> fore wing, left","0000-00-00 00:00:00","2004-11-08 10:32:21",""
162,69,1,"<i>D. zeteki</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
165,65,1,"<i>D. toxotrypanae</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
165,66,2,"<i>D. toxotrypanae</i> propodeum: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,125,5,"<i>P. fletcheri</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,128,7,"<i>P. fletcheri</i> wings","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,129,9,"<i>P. incisi</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,130,10,"<i>P. incisi</i> face: anterior (note short clypeus and exposed labrum)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,131,14,"<i>P. incisi</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,133,15,"<i>P. incisi</i> hind wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,134,8,"<i>P. incisi</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,137,13,"<i>P. incisi</i> propodeum: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,138,11,"<i>P. incisi</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,139,12,"<i>P. incisi</i> thorax: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,143,19,"<i>P. lounsburyi</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,144,17,"<i>P. lounsburyi</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,145,18,"<i>P. lounsburyi</i> face: anteroventral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,146,16,"<i>P. lounsburyi</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,147,21,"<i>P. lounsburyi</i> abdomen: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,148,20,"<i>P. lounsburyi</i> abdomen: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,201,1,"<i>P. concolor</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,202,2,"<i>P. concolor</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,203,3,"<i>P. cosyrae</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,204,4,"<i>P. fijiensis</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
166,693,6,"<i>P. fletcheri</i> head: lateral (note occipital carina)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
168,128,4,"<i>P. fletcheri</i> wings","0000-00-00 00:00:00","2004-11-08 10:32:21",""
168,131,3,"<i>P. incisi</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
168,146,5,"<i>P. lounsburyi</i> habitus","0000-00-00 00:00:00","2005-01-29 18:10:53",""
168,201,6,"<i>P. concolor</i> habitus: female","0000-00-00 00:00:00","2005-01-29 18:10:53",""
168,202,1,"<i>P. concolor</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
168,203,7,"<i>P. cosyrae</i> habitus: female","2005-01-29 17:09:45","2005-01-29 18:10:53","wharton"
168,204,2,"<i>P. fijiensis</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
173,22,2,"<i>Diachasmimorpha fullawayi</i> thorax: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
173,23,1,"<i>Diachasmimorpha fullawayi</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
173,24,3,"<i>Diachasmimorpha fullawayi</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
173,26,4,"<i>Diachasmimorpha fullawayi</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
173,67,5,"<i>Diachasmimorpha fullawayi</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
178,351,1,"<i>Ealata sp.</i> habitus: female","0000-00-00 00:00:00","2005-01-24 22:28:14",""
178,352,2,"<i>Ealata sp.</i> habitus: male","0000-00-00 00:00:00","2005-01-24 22:28:14",""
178,353,3,"<i>Ealata sp.</i> scutellum: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
180,71,1,"<i>Aceratoneuromyia indica</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
180,72,2,"<i>Aceratoneuromyia indica</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
180,73,3,"<i>Tetrastichus giffardianus</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
180,75,4,"<i>Tetrastichus giffardianus</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
182,77,1,"<i>Eupelmus sp.</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
182,78,3,"Eupelmidae: leg: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
182,608,4,"<i>Eupelmus sp.</i> tarsi: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
182,804,2,"<i>Eupelmus spermophilus</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
183,79,2,"<i>Eurytoma sp.</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
183,80,1,"<i>Eurytoma sp.</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
187,115,3,"<i>Fopius arisanus</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
187,117,4,"<i>Fopius arisanus</i> hind wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
187,120,2,"<i>Fopius arisanus</i> thorax: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
187,198,1,"<i>Fopius silvestrii</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,110,4,"<i>Fopius arisanus</i> abdomen: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,115,5,"<i>Fopius arisanus</i> fore wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,117,6,"<i>Fopius arisanus</i> hind wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,118,1,"<i>Fopius arisanus</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,119,2,"<i>Fopius arisanus</i> body: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,120,3,"<i>Fopius arisanus</i> thorax: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,195,7,"<i>Fopius caudatus</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,196,8,"<i>Fopius ceratitivorus</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,197,9,"<i>Fopius silvestrii</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,198,10,"<i>Fopius silvestrii</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,199,11,"<i>Fopius vandenboschi</i> habitus: lateral (dark)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
193,200,12,"<i>Fopius vandenboschi</i> habitus: lateral (light)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
194,49,3,"<i>Phygadeuon sp.</i> fore wing, left","0000-00-00 00:00:00","2004-11-08 10:32:21",""
194,421,4,"<i>Gelis sp.</i> female, habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
194,422,5,"<i>Gelis sp.</i> male, habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
194,423,1,"<i>Phygadeuon sp.</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
194,425,2,"<i>Phygadeuon sp.</i> abdomen: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
196,97,2,"<i>L. anastrephae</i> scutellum: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
196,98,1,"<i>L. anastrephae</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
196,99,3,"<i>L. anastrephae</i> scutellum: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
196,101,5,"<i>L. anastrephae</i> wing","2005-01-24 21:44:23","2005-01-24 22:44:59","wharton"
196,102,4,"<i>L. anastrephae</i> wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
199,5,2,"<i>Microcrasis sp.</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
199,6,4,"<i>Microcrasis sp.</i> fore wing, left","0000-00-00 00:00:00","2004-11-08 10:32:21",""
199,7,1,"<i>Microcrasis sp.</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
199,8,3,"<i>Microcrasis sp.</i> mandible","0000-00-00 00:00:00","2004-11-08 10:32:21",""
202,83,3,"<i>A. nordlanderi</i> scutellum: dorsal 1","0000-00-00 00:00:00","2004-11-08 10:32:21",""
202,84,4,"<i>A. nordlanderi</i> scutellum: dorsal 2","0000-00-00 00:00:00","2004-11-08 10:32:21",""
202,85,1,"<i>A. nordlanderi</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
202,86,2,"<i>A. nordlanderi</i> scutellum: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
202,87,5,"<i>A. nordlanderi</i> wing 1","0000-00-00 00:00:00","2004-11-08 10:32:21",""
202,89,6,"<i>A. nordlanderi</i> wing 2","0000-00-00 00:00:00","2004-11-08 10:32:21",""
204,103,2,"<i>O. anastrephae</i> scutellum: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
204,104,3,"<i>O. anastrephae</i> scutellum: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
204,105,1,"<i>O. anastrephae</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
204,106,4,"<i>O. anastrephae</i> wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
207,122,2,"<i>O. froggatti</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
207,123,1,"<i>O. froggatti</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
207,124,3,"<i>O. froggatti</i> thorax: dorsal 1","0000-00-00 00:00:00","2004-11-08 10:32:21",""
207,193,4,"<i>O. froggatti</i> thorax: dorsal 2","0000-00-00 00:00:00","2004-11-08 10:32:21",""
209,149,4,"<i>Pachycrepoideus vindemmiae</i> head: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
209,150,3,"<i>Pachycrepoideus vindemmiae</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
209,154,5,"<i>Pachycrepoideus vindemmiae</i> wing","0000-00-00 00:00:00","2004-11-08 10:32:21",""
209,156,1,"<i>Spalangia sp.</i> thorax: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
209,158,2,"<i>Spalangia sp.</i> thorax: dorsal oblique","0000-00-00 00:00:00","2004-11-08 10:32:21",""
215,186,1,"<i>Sternaulopius sp</i> thorax: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
216,19,4,"<i>Tetrastichus giffardii</i> fore wing, right","0000-00-00 00:00:00","2005-01-28 13:23:02",""
216,73,1,"<i>Tetrastichus giffardianus</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
216,75,2,"<i>Tetrastichus giffardianus</i> thorax: lateral 2","0000-00-00 00:00:00","2005-01-28 13:23:02",""
216,190,3,"<i>Tetrastichus giffardianus</i> fore wing","0000-00-00 00:00:00","2005-01-28 13:23:02",""
223,167,3,"<i>U. africanus</i> thorax: dorsal oblique (note large midpit)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
223,168,1,"<i>U. africanus</i> face: anterior (note color, clypeus, & exposed labrum)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
223,173,2,"<i>U. bianchii</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
223,177,5,"<i>U. bianchii</i> thorax: dorsal oblique (note large midpit & notauli)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
223,181,6,"<i>U. perkinsi</i> leg (note carina)","0000-00-00 00:00:00","2005-02-03 16:01:28",""
223,182,4,"<i>U. perkinsi</i> thorax: dorsal (note small midpit)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
223,184,8,"<i>U. richmondi</i> fore wing","0000-00-00 00:00:00","2005-02-03 16:00:46",""
223,185,9,"<i>U. richmondi</i> hind wing","0000-00-00 00:00:00","2005-02-03 16:00:40",""
223,604,7,"<i>U. anastrephae</i> leg (note carina)","2005-02-03 15:00:29","2005-02-03 16:01:28","sonia"
225,181,1,"<i>U. perkinsi</i> leg (note carina)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
225,604,2,"<i>U. anastrephae</i> leg (note carina)","2005-02-03 14:58:24","2005-02-03 15:59:42","sonia"
228,167,3,"<i>U. africanus</i> thorax: dorsal oblique (note large midpit)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,168,2,"<i>U. africanus</i> face: anterior (note color, clypeus, and exposed labrum)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,169,1,"<i>U. africanus</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,170,4,"<i>U. africanus</i> ovipositor: lateral (note short length)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,171,5,"<i>U. anastrephae</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,172,10,"<i>U. bianchii</i> abdomen: dorsal (note apex of petiole & striate sculpture on T2 & T3)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,173,7,"<i>U. bianchii</i> face: anterior","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,174,6,"<i>U. bianchii</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,176,9,"<i>U. bianchii</i> propodeum: dorsal","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,177,8,"<i>U. bianchii</i> thorax: dorsal (note large midpit & notauli)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,178,11,"<i>U. divergens</i> habitus: lateral","0000-00-00 00:00:00","2004-11-08 10:32:21",""
228,179,15,"<i>U. perkinsi</i> abdomen: dorsal oblique (note polished T2 & T3)","0000-00-00 00:00:00","2004-11-08 10:32:21",""
