7516,222,24,"","","native",960
7516,445,24,"","","native",960
7516,448,24,"","","",960
7516,472,21,"","","native",960
7516,800,23,"","","native",960
7516,843,23,"","","native",960
7516,976,3980,"","","native",960
7516,1216,23,"","","native",960
7516,1216,24,"","","native",960
7516,1216,26,"","","native",960
7516,2588,4433,"","","native",960
7516,2588,4440,"","","native",960
7516,2738,25,"","","native",960
7516,2783,26,"","","native",960
7516,2784,4430,"Venezuela","","native",960
7517,342,186,"","Ceylon","native",1180
7517,438,4597,"Indonesia","","native",1180
7517,708,186,"","","native",1180
7517,1199,170,"","","native",1180
7517,1218,172,"","","native",1180
7517,1218,186,"","","native",1180
7517,1218,4597,"","","native",1180
7518,33,40,"South Africa","","native",1179
7518,443,40,"","","",1179
7518,708,1,"","","native",1179
7519,121,3989,"Mexico","","native",922
7519,445,6,"","","native",922
7519,448,6,"","","",922
7519,472,4176,"Argentina","","native",922
7519,506,4292,"","","native",922
7519,660,6,"","","native",922
7519,738,24,"","","native",922
7519,976,3980,"","","native",922
7519,22074,3989,"","","",922
7520,13,392,"U. S. A.","","introduced",1303
7520,53,172,"","","native",1303
7520,54,158,"","","native",1303
7520,54,161,"","Northern","native",1303
7520,54,170,"","","native",1303
7520,54,179,"","","unknown",1303
7520,54,4175,"","","unknown",1303
7520,77,158,"","","native",1303
7520,77,161,"","South","native",1303
7520,77,164,"","","unknown",1303
7520,77,170,"","Siam","native",1303
7520,77,179,"","","unknown",1303
7520,77,188,"","","unknown",1303
7520,77,4175,"","","unknown",1303
7520,105,4598,"Indonesia","","native",1303
7520,321,392,"","","introduced",1303
7520,612,392,"","","introduced",1303
7520,637,161,"","Northern","native",1303
7520,637,170,"","","native",1303
7520,637,172,"","","native",1303
7520,637,179,"","","unknown",1303
7520,637,181,"","","native",1303
7520,637,392,"","","introduced",1303
7520,688,392,"","","introduced",1303
7520,755,158,"","","native",1303
7520,755,161,"","North","native",1303
7520,755,170,"","","native",1303
7520,755,172,"","","native",1303
7520,755,179,"","","unknown",1303
7520,755,181,"","","native",1303
7520,755,4598,"","","native",1303
7520,760,392,"","","introduced",1303
7520,762,181,"","","native",1303
7520,797,158,"","North","native",1303
7520,797,161,"","","native",1303
7520,797,170,"","","native",1303
7520,797,172,"","","native",1303
7520,797,179,"","","unknown",1303
7520,797,392,"","","introduced",1303
7520,797,4175,"","","unknown",1303
7520,797,4598,"","","native",1303
7520,798,392,"","","introduced",1303
7520,814,392,"","","introduced",1303
7520,816,172,"","","native",1303
7520,838,172,"","","native",1303
7520,839,392,"","","introduced",1303
7520,842,392,"","","introduced",1303
7520,918,172,"","","native",1303
7520,918,392,"","","introduced",1303
7520,924,392,"","","introduced",1303
7520,938,172,"","","native",1303
7520,944,158,"","","native",1303
7520,944,170,"","","native",1303
7520,944,172,"","","native",1303
7520,944,179,"","","unknown",1303
7520,944,4598,"","","native",1303
7520,980,392,"","","introduced",1303
7520,1013,392,"","","introduced",1303
7520,1020,392,"","","introduced",1303
7520,1123,172,"","","native",1303
7520,1125,172,"","","native",1303
7520,1133,392,"","","introduced",1303
7520,1134,392,"","","introduced",1303
7520,1137,172,"","","native",1303
7520,1138,392,"","","introduced",1303
7520,1140,392,"","","introduced",1303
7520,1150,392,"","","introduced",1303
7520,1151,172,"","Selangor","native",1303
7520,1154,4526,"India","","native",1303
7520,1161,392,"","","introduced",1303
7520,1215,172,"","","native",1303
7520,1215,181,"","","native",1303
7520,1220,144,"","East and North","introduced",1303
7520,1220,4610,"Australia","","unknown",1303
7520,1251,392,"","","introduced",1303
7520,1286,172,"","","native",1303
7520,1286,392,"","","introduced",1303
7520,2573,392,"","","introduced",1303
7520,2591,392,"","","introduced",1303
7520,2676,392,"","","introduced",1303
7520,2756,392,"","","introduced",1303
7520,2764,392,"","","introduced",1303
7520,2896,392,"","","introduced",1303
7520,2927,392,"","","introduced",1303
