664	"Godfray, H. C. J."	1986	"Godfray, H. C. J. 1986. Four species of Opius (Hym., Braconidae) new to Britain Entomologist's Monthly Magazine 122:127"	"Godfray 1986"
665	"Godfray, H. C. J."	1988	"Godfray, H. C. J. 1988. Biosteres spinaciae (Thomson) (Hym., Braconidae, Opiinae), new to Britain Entomologist's Monthly Magazine 124:251-252"	"Godfray 1988"
666	"Greany, P. D.; Allen, G. E.; Webb, J. C.; Sharp, J. L.; Chambers, D. L."	1977	"Greany, P. D.; Allen, G. E.; Webb, J. C.; Sharp, J. L.; Chambers, D. L. 1977c. Stress-induced septicemia as an impediment to laboratory rearing of the fruit fly parasitoid, Biosteres (Opius) longicaudatatus (Hymenoptera: Braconidae) and the Carribean fruit fly Anastrepha suspensa (Diptera: Tephritidae) Journal of Invertebrate Pathology 29:153-161"	"Greany et al. 1977c"
667	"Greany, P. D.; Ashley, T. R.; Baranowski, R. M.; Chambers, D. L."	1976	"Greany, P. D.; Ashley, T. R.; Baranowski, R. M.; Chambers, D. L. 1976. Rearing and life history studies on Biosteres (Opius) longicaudatus (Hym.: Braconidae) Entomophaga 21:207-215"	"Greany et al. 1976"
668	"Greany, P. D.; Hawke, S. D.; Carlysle, T. C.; Anthony, D. W."	1977	"Greany, P. D.; Hawke, S. D.; Carlysle, T. C.; Anthony, D. W. 1977b. Sense organs in the ovipositor of Biosteres (Opius) longicaudatus, a parasite of the Carribean fruit fly Anastrepha suspensa Annals of the Entomological Society of America 70:319-321"	"Greany et al. 1977b"
669	"Greany, P. D.; Tumlinson, J. H.; Chambers, D. L.; Boush, G. M."	1977	"Greany, P. D.; Tumlinson, J. H.; Chambers, D. L.; Boush, G. M. 1977a. Chemically-mediated host finding by Biosteres (Opius) longicaudatus, a parasitoid of tephritid fruit fly larvae Journal of Chemical Ecology 3:189-195"	"Greany et al. 1977a"
670	"Greathead, D. J."	1975	"Greathead, D. J. 1975. Biological control of the beanfly, Ophiomyia phaseoli [Dipt.: Agromyzidae], by Opius spp. [Hym.: Braconidae] in the Hawaiian Islands Entomophaga 20:313-316"	"Greathead 1975"
671	"Grijpma, P. and van Achterberg, C."	1991	"Grijpma, P. and van Achterberg, C. 1991. Host and host location of Atoreuteus striatus Foerster (Hymenoptera: Braconidae: Opiinae) Entomologische Berichten (Amsterdam) 51:79-81"	"Grijpma and van Achterberg 1991"
672	"Hagen, K. S."	1953	"Hagen, K. S. 1953a. A premating period in certain species of the genus Opius (Hymenoptera: Braconidae) Proceedings of the Hawaiian Entomological Society 15:115-116"	"Hagen 1953a"
673	"Haramoto, F. H."	1953	"Haramoto, F. H. 1953. The biology of Opius oophilus Fullaway (Braconidae-Hymenoptera) "	"Haramoto 1953"
674	"Hendrikse, A. and Zucchi, R."	1979	"Hendrikse, A. and Zucchi, R. 1979a. Behavioural observations on Dacnusa sibirica Telenga and Opius pallipes Wesmael, parasites of the tomato leafminer, Liriomyza bryoniae Kalt. Verhandlungen der Deutschen Zoologischen Gesellschaft 72:255"	"Hendrikse and Zucchi 1979a"
675	"Hendrikse, A.; Zucchi, R.; van Lenteren, J. C.; Woets, J."	1980	"Hendrikse, A.; Zucchi, R.; van Lenteren, J. C.; Woets, J. 1980. Dacnusa sibirica Telenga and Opius pallipes Wesmael (Hym., Braconidae) in the control of the tomato leafminer Liriomyza bryoniae Kalt. Bulletin of the International Organization for Biological Control, West Palearctic Region Section 3:83-98"	"Hendriske et al. 1980"
676	"Jakimavicius, A. B."	1977	"Jakimavicius, A. B. 1977b. New species of subfamily Opiinae (Hymenoptera, Braconidae) Trudy Zoologicheskogo Instituta 1977:85-88"	"Jakimavicius 1977b"
677	"Jakimavicius, A. B."	1981	"Jakimavicius, A. B. 1981. Braconidae species of subfamily Opiinae (Hymenoptera) from Lithuania Trudy Vsesoyuznogo Entomologicheskogo Obshchestva 63           :115-116"	"Jakimavicius 1981"
678	"Jakimavicius, A. B."	1983	"Jakimavicius, A. B. 1983. 59 braconid species of the Opiinae subfamily, new to the Lithuanian USSR found in 1904-1980 New & Rare Species of Parasitic Wasps for the Lithuanian USSR: Reports and Descriptions for the 1983 year. 1983:9-24"	"Jakimavicius 1983"
679	"Jakimavicius, A. B."	1979	"Jakimavicius, A. B. 1979b. New braconid species (Hymenoptera, Braconidae) of the genus Opius Wesm. Trudy Vsesoyuznogo Entomologicheskogo Obshchestva 61:140-141"	"Jakimavicius 1979b"
680	"Jakimavicius, A. B."	1979	"Jakimavicius, A. B. 1979c. Survey of the opiines (Hymenoptera, Braconidae, Opiinae) of the European part of the USSR  VII. Internationales Symposium Uber Entomofaunistik in Mitteleuropa Verhandlungen pp.208-210"	"Jakimavicius 1979c"
681	"Jakimavicius, A. B."	1986	"Jakimavicius, A. B. 1986. A new species of braconids (Hymenoptera, Opiinae) from the Altai Zoologicheskii Zhurnal 65:1580-1582"	"Jakimavicius 1986"
682	"Jimenez-Peydro, R."	1983	"Jimenez-Peydro, R. 1983a. Opiinae de la provincia de Valencia (Hymenoptera, Braconidae) Boletin de la Asociacion Espanola de Entomologia 6:277-283"	"Jimenez-Peydro 1983a"
683	"Jimenez-Peydro, R."	1983	"Jimenez-Peydro, R. 1983b. Opiinae de la provincia de Teruel (Hym., Braconidae) Boletin de la Asociacion Espanola de Entomologia 7:189-196"	"Jimenez-Peydro 1983b"
684	"Jimenez-Peydro, R."	1983	"Jimenez-Peydro, R. 1983c. Opius (Opiothorax) longiradis nov. sp. from Spain (Hymenoptera, Braconidae) Nouvelle Revue d'Entomologie 13:239-241"	"Jimenez-Peydro 1983c"
685	"Jimenez-Peydro, R."	1983	"Jimenez-Peydro, R. 1983d. Two new species of the genus Opius (Wesm.) from Spain Nouvelle Revue d'Entomologie 13:323-325"	"Jimenez-Peydro 1983d"
686	"Juliano, S. A. and V. A. Borowicz"	1987	"Juliano, S. A. and V. A. Borowicz 1987. Parasitism of a frugivorous fly, Rhagoletis cornivora, by the wasp Opius richmondi: relationships to fruit and host density Canadian Journal of Zoology 65:1326-1330"	"Juliano and Borowicz 1987"
687	"Kapatos, E.; Fletcher, B. S.;Pappas, S.; Laudeho, Y."	1977	"Kapatos, E.; Fletcher, B. S.;Pappas, S.; Laudeho, Y. 1977. The release of Opius concolor and O. concolor var. siculus (Hym.: Braconidae) against the spring generation of Dacus oleae (Diptera: Trypetidae) on Corfu Entomophaga 22:265-270"	"Kapatos et al. 1977"
688	"Kaya, H. K. and Nishida, T."	1968	"Kaya, H. K. and Nishida, T. 1968. Superparasitism by Opius oophilus, a parasite of the Oriental fruit fly Hawaii Agricultural Experiment Station Technical Bulletin 73:1-31"	"Kaya and Nishida 1968"
689	"Lauridsen, L.; Bordat, D.;Robert, P."	1993	"Lauridsen, L.; Bordat, D.;Robert, P. 1993. Sensibilite d'Opius dissitus Muesebeck, (Hym. Braconidae) et d'Hemiptarsenus varicornis, (Girault), (Hym., Eulophidae) a deux souches de Paecilomyces fumosoroseus (Wize), Brown et Smith, (Hyphomycetes)  Liriomyza: Conference on leaf-mining flies in cultivated plants pp.183-190"	"Lauridsen et al. 1993"
690	"Lawrence, P. O.; Baranowski, R. M.; Greany, P. D."	1976	"Lawrence, P. O.; Baranowski, R. M.; Greany, P. D. 1976. Effect of host age on development of Biosteres (=Opius) longicaudatus, a parasitoid of the Caribbean fruit fly, Anastrepha suspensa Florida Entomologist 59:33-39"	"Lawrence et al. 1976"
691	"Lema, K. M. and Poe, S. L."	1979	"Lema, K. M. and Poe, S. L. 1979. Age specific mortality of Liriomyza sativae due to Chrysonotomyia formosa and parasitization by Opius dimidiatus and Chrysonotomyia formosa Environmental Entomology 8:935-937"	"Lema and Poe 1979"
692	"Liaropoulos, C.; Canard, M.; Laudeho, Y."	1977	"Liaropoulos, C.; Canard, M.; Laudeho, Y. 1977a. Aptitude d'Opius longicaudatus Ashm. (Hymenoptera, Braconidae) a parasite Dacus oleae Gmel. (Diptera, Trypetidae) a l'interiew d' olives a differents etats de maturite Biologia Gallo-Hellenica 7:3-12"	"Liaropoulos et al. 1977a"
693	"Liaropoulos, C.; Louskas, C.; Canard, M.; Laudeho, Y."	1977	"Liaropoulos, C.; Louskas, C.; Canard, M.; Laudeho, Y. 1977b. Release of Opius concolor (Hymenoptera: Braconidae) on spring populations of Dacus oleae (Diptera: Trypetidae): 1. Experiments in continental Greece Entomophaga 22:259-264"	"Liaropoulos et al. 1977b"
694	"Lopez, M.; Aluja, M.;Sivinski, J."	1999	"Lopez, M.; Aluja, M.;Sivinski, J. 1999. Hymenopterous larval-pupal and pupal parasitoids of Anastrepha flies (Diptera: Tephritidae) in Mexico Biological Control 15:119-129"	"Lopez et al. 1999"
695	"Marsh, P. M."	1970	"Marsh, P. M. 1970. A new species of fruit fly parasite from Florida (Hymenoptera, Braconidae, Opiinae) Florida Entomologist 53:31-32"	"Marsh 1970"
696	"Monaco, R."	1969	"Monaco, R. 1969. L'azione svolta contro il Dacus oleae Gmel. dall'Opius concolor Szepligeti (Hym., Braconidae), distribuito in Puglia in Oliveti del Gargano, e dai parassiti indigeni nello stesso ambiente Entomologica (Bari) 5:188-190"	"Monaco 1969"
697	"Monaco, R. and Nuzzaci, G."	1970	"Monaco, R. and Nuzzaci, G. 1970. Observazioni sulla possibilita di suernamento in Puglia dell'Opius concolor Szepl. (Hymenoptera: Braconidae) Entomologica (Bari) 6:181-194"	"Monaco and Nuzzaci 1970"
698	"Monteith, L. G."	1977	"Monteith, L. G. 1977. Additional records and the role of the parasites of the apple maggot Rhagoletis pomonella (Diptera: Tephritidae) in Ontario Proceedings of the Entomological Society of Ontario 108:3-6"	"Monteith 1977"
699	"Nelson, J. M. and Roitberg, B. D."	1993	"Nelson, J. M. and Roitberg, B. D. 1993. Factors governing host discrimination by Opius dimidiatus (Ashmead) (Hymenoptera: Braconidae) Journal of Insect Behavior 6:13-24"	"Nelson and Roitberg 1993"
700	"Nishida, T."	1956	"Nishida, T. 1956. An experimental study of the ovipositional behavior of Opius fletcheri Silvestri (Hymenoptera: Braconidae) a parasite of the melon fly Proceedings of the Hawaiian Entomological Society 16:126-134"	"Nishida 1956"
701	"Ovruski, S. and Wharton, R."	1996	"Ovruski, S. and Wharton, R. 1996. The identity of Doryctobracon tucumanus (Blanchard) (Hymenoptera, Braconidae: Opiinae) Proceedings of the Entomological Society of Washington 98:162-163"	"Ovruski and Wharton 1996"
702	"Papp, J."	1978	"Papp, J. 1978b. New Opius Wesm. species from Hungary (Hymenoptera, Braconidae, Opiinae). I Acta Zoologica Academiae Scientiarum Hungaricae 24:363-370"	"Papp 1978b"
703	"Papp, J."	1981	"Papp, J. 1981d. Contributions to the braconid fauna of Hungary. III. Opiinae and Microgasterinae Folia Entomologica Hungarica 34:127-141"	"Papp 1981d"
704	"Papp, J."	1981	"Papp, J. 1981a. A Bakony hegyseg, gyilkosfurkesz-faunajanaak alapvetese (Hymenoptera, Braconidae), II. Opiinae A Veszprem Megyei Muzeumok Koezlemenyei 16:203-226"	"Papp 1981a"
705	"Papp, J."	1982	"Papp, J. 1982d. First outline of the braconid fauna of Southern Transdanubia, Hungary (Hymenoptera: Braconidae). I. Introduction and Opiinae Janus Pannonius Muzeum Evkonyve 26:67-70"	"Papp 1982d"
706	"Papp, J."	1982	"Papp, J. 1982e. Taxonomical and faunistical novelties of the Opiinae in the Arctogaea (Hymenoptera, Braconidae) Annales Historico-Naturales Musei Nationalis Hungarici 74:241-253"	"Papp 1982e"
707	"Papp, J."	1983	"Papp, J. 1983. Three new Opiinae species from India Contributions of the American Entomological Institute (Ann Arbor) 20:237-244"	"Papp 1983"
708	"Papp, J."	1985	"Papp, J. 1985b. Taxonomical and faunistical novelties of the Opiinae from the Old World tropics (Hymenoptera: Braconidae) Acta Zoologica Hungarica 31:185-216"	"Papp 1985b"
709	"Papp, J. and Oehlke, J."	1982	"Papp, J. and Oehlke, J. 1982. Zur Brackwespenfauna der Insel Hiddensee ein Beitrag zur Fauna von Naturschutzgebieten der DDR Faunistische Abhandlungen (Dresden) 9:185-193"	"Papp and Oehkle 1982"
710	"Perepechayenko, V. L."	1994	"Perepechayenko, V. L. 1994. A new species of the genus Opius Wesmael (Hymenoptera: Braconidae: Opiinae) from the eastern Karakumy Izvestiya Kharkovskogo Entomologicheskogo Obshchestva 2:23-29"	"Perepechayenko 1994"
711	"Petitt, F. L."	1984	"Petitt, F. L. 1984. Oviposition behavior of Opius dissitus and its use for management of Liriomyza sativae on greenhouse tomatoes  Proceedings of the Fourth Annual Industry Conference on Leafminer, Society of American Florists pp.81-86"	"Petitt 1984"
712	"Petitt, F. L."	1988	"Petitt, F. L. 1988. Temperature-dependent development and influence of larval instars of Liriomyza sativae Blanchard on parasitization by Opius dissitus Muesebeck "	"Petitt 1988"
713	"Petitt, F. L."	1993	"Petitt, F. L. 1993. Biological control in the integrated pest management program at The Land, Epcot Center Bulletin of the International Organization for Biological Control, West Palearctic Region Section - Working Group QQQQIntegrated Control in GlasshousesQQQQ 16:129-132"	"Petitt 1993"
714	"Petitt, L. and Wietlisbach, O."	1993	"Petitt, L. and Wietlisbach, O. 1993. Effects of host instar and size on parasitization efficiency and life history parameters of Opius dissitus Entomologia Experimentalis et Applicata 66:227-236"	"Petitt and Wietlisbach 1993"
715	"Piedade-Guerreiro, J. andGuardado, M. I."	1988	"Piedade-Guerreiro, J. andGuardado, M. I. 1988. A new technique for laboratory rearing of Opius concolor Szpl. (Hymenoptera: Braconidae) Boletim da Sociedade Portugesa de Entomologia 3:1-11"	"Piedade-Guerreiro and Guardado 1988"
716	"Priore, R. and Tremblay, E."	1991	"Priore, R. and Tremblay, E. 1991. Colastes flavitarsis (Thomson) e Opius similis (Szepligeti) (Hymenoptera Braconidae) parassitoidi della Liromyza cyclaminis SŸss (Dipter Agromyzidae) Bollettino del Laboratorio di Entomologia Agraria Filippo Silvestri 48:3-8"	"Priore and Tremblay 1991"
717	"Prokopy, R. J. and Webster, R. P."	1978	"Prokopy, R. J. and Webster, R. P. 1978. Oviposition-deterring pheromone of Rhagoletis pomonella; a kairomone for its parasitoid Opius lectus Journal of Chemical Ecology 4:481-494"	"Prokopy and Webster 1978"
718	"Ragusa, S."	1974	"Ragusa, S. 1974. Influence of temperature on the oviposition rate and longevity of Opius concolor siculus (Hymenoptera: Braconidae) Entomophaga 19:61-66"	"Ragusa 1974"
719	"Ramadan, M. M. and Beardsley, J. W."	1992	"Ramadan, M. M. and Beardsley, J. W. 1992. Supernumerary molts in first instar of Diachasmimorpha tryoni (Cameron) (Hymenoptera: Braconidae: Opiinae) Proceedings of the Hawaiian Entomological Society 31:235-237"	"Ramadan and Beardsley 1992 "
720	"Ramadan, M. M.; Wong, T. T. Y.; McInnis, D. O."	1994	"Ramadan, M. M.; Wong, T. T. Y.; McInnis, D. O. 1994b. Reproductive biology of Biosteres arisanus (Sonan), an egg larval parasitoid of  the Oriental fruit fly Biological Control 4:93-100"	"Ramadan et al. 1994b"
721	"Ramadan, M. M.; Wong, T. T. Y.; Wong, M. A."	1991	"Ramadan, M. M.; Wong, T. T. Y.; Wong, M. A. 1991. Influence of parasitoid size and age on male mating success of Opiinae (Hymenoptera: Braconidae), larval parasitoids of fruit flies (Diptera: Tephritidae) Biological Control 1:248-255"	"Ramadan et al. 1991"
722	"Stiling, P. D.; Brodbeck, B. V.; Strong, D. R."	1982	"Stiling, P. D.; Brodbeck, B. V.; Strong, D. R. 1982. Foliar nitrogen and larval parasitism as determinants of leaf miner distribution pattenrs on Spartina alterniflora Ecological Entomology 7:447-452"	"Stiling et al. 1982"
723	"Tobias, V. I."	1976	"Tobias, V. I. 1976b. Gnaptogaster mongolica gen. and sp.n. from a new tribe of braconids (Hymenoptera, Braconidae, Opiinae) and some problems of the phylogeny and evolution of this family Nasekomye Mongolii 4:315-321"	"Tobias 1976b"
724	"Tobias, V. I."	1976	"Tobias, V. I. 1976c. New genus of braconids (Hymenoptera, Braconidae, Opiinae) from the fauna of the USSR Trudy Zoologicheskogo Instituta 64:76-78"	"Tobias 1976c"
725	"Tobias, V. I."	1977	"Tobias, V. I. 1977c. Two new species of the genus Opius Wesm. (Hymenoptera, Braconidae)-parasites of fruit flies (Diptera, Tephritidae) Trudy Zoologicheskogo Instituta pp.82-85"	"Tobias 1977c"
726	"Tobias, V. I."	1977	"Tobias, V. I. 1977b. The genus Opius Wesm. (Hymenoptera, Braconidae) as parasites of fruit flies (Diptera, Tephritidae) Entomologicheskoe Obozrenie 56:420-430"	"Tobias 1977b"
727	"Tobias, V. I. and Jakimavicius, A."	1986	"Tobias, V. I. and Jakimavicius, A. 1986. Keys to the Fauna of the USSR pp.7-100 In: Insect Fauna of the European Part of the USSR Edited by Medvedev, G. S.. Academia Nauk, Leningrad"	"Tobias and Jakimavicius 1986"
728	"Turnbull, A. L. and Chant, D. A."	1961	"Turnbull, A. L. and Chant, D. A. 1961. The practice and theory of biological control of insects in Canada Canadian Journal of Zoology 39:697-751"	"Turnbull and Chant 1961"
729	"van Achterberg, C."	1975	"van Achterberg, C. 1975. About the identity of Biosteres (Biosteres) impressus (Wesmael) (Braconidae, Opiinae) Entomologische Berichten (Amsterdam) 35:175-176"	"van Achterberg 1975"
730	"van Achterberg, C."	1977	"van Achterberg, C. 1977. Opius (Phlebosema) hydrellivorus spec. nov., a parasite from Hydrellia in rice in Guyana (Hymenoptera, Braconidae, Opiinae) Entomologische Berichten (Amsterdam) 37:121-124"	"van Achterberg 1977"
731	"van Achterberg, C."	1983	"van Achterberg, C. 1983. A new species of Rhynchosteres Fischer from Zaire (Hymenoptera, Braconidae) Zoologische Mededelingen (Leiden) 57:91-95"	"van Achterberg 1983"
732	"van der Linden, A."	1986	"van der Linden, A. 1986. Addition of the exotic leafminer parasites Chrysocharis parksi and Opius dimidiatus to the native Dutch parasite complex on tomato Mededelingen van de Faculteit Landbouwwetenschappen Rijksuniversiteit Gent 51:1009-1016"	"van der Linden 1986"
733	"Wharton, R. A."	1978	"Wharton, R. A. 1978. Exodontiellini, a new tribe of Opiinae with exodont mandibles (Hymenoptera: Braconidae) Pan-Pacific Entomologist 53:297-303"	"Wharton 1978"
734	"Wharton, R. A."	1983	"Wharton, R. A. 1983. Variation in Opius hirtus Fischer and discussion of Desmiostoma Foerster (Hymenoptera: Braconidae) Proceedings of the Entomological Society of Washington 85:327-330"	"Wharton 1983"
735	"Wharton, R. A."	1987	"Wharton, R. A. 1987b. Opius Wesmael, 1835 (Insecta, Hymenoptera): proposed designation of Opius pallipes Wesmael, 1835 as type species. Z. N. (S.) 2561 Bulletin of Zoological Nomenclature 43:369-371"	"Wharton 1987b"
736	"Wharton, R. A."	1988	"Wharton, R. A. 1988. Classification of the braconid subfamily Opiinae (Hymenoptera) Canadian Entomologist 120:333-360"	"Wharton 1988"
737	"Wharton, R. A.; Austin, A. D.; Thomson, J. A."	1990	"Wharton, R. A.; Austin, A. D.; Thomson, J. A. 1990. Two new species of Opius Wesmael (Hymenoptera: Braconidae) parasitic on Drosophilidae (Diptera) in Australia Journal of the Australian Entomological Society 29:11-18"	"Wharton et al. 1990"
738	"Wharton, R. A. and Marsh, P. M."	1978	"Wharton, R. A. and Marsh, P. M. 1978. New World Opiinae (Hymenoptera: Braconidae) parasitic on Tephritidae (Diptera) Journal of the Washington Academy of Sciences 68:147-167"	"Wharton and Marsh 1978"
739	"Whitfield, J. B."	1988	"Whitfield, J. B. 1988. Revision of the nearctic species of the genus Stiropius Cameron (= Bucculatriplex Auct.) with the description of a new related genus (Hymenoptera: Braconidae) Systematic Entomology 13:373-385"	"Whitfield 1988"
740	"Woets, J. and van der Linden, A."	1982	"Woets, J. and van der Linden, A. 1982. On the occurrence of Opius pallipes Wesmael and Dacnusa sibirica Telenga (Braconidae) in cases of natural control of the tomato leafminer Liriomyza bryoniae Kalt. (Agromyzidae) in some large greenhouses in the Netherlands Mededelingen van de Faculteit Landbouwwetenschappen Rijksuniversiteit Gent 47:533-540"	"Woets and van der Linden 1982"
741	"Wong, T. T. Y. and Ramadan, M. M."	1992	"Wong, T. T. Y. and Ramadan, M. M. 1992.  pp.405-426 In: Advances in Insect Rearing for Research and Pest Management Edited by Anderson, T. E. and Leppla, N. C.. Westview Press, Boulder, CO; San Francisco, CA; Oxford, UK"	"Wong and Ramadan 1992 "
742	"Yermolayev, V.P.; Kandybina, M.N.; Tobias, V.I."	1980	"Yermolayev, V.P.; Kandybina, M.N.; Tobias, V.I. 1980. The peony fly Macrotrypeta ortalidina Portsch. (Diptera, Tephritidae) and its parasite Opius (Biosteres) paeoniae Tobias, sp. n. (Hymenoptera, Braconidae) Entomologicheskoe Obozrenie 59:895-903"	"Yermolayev et al. 1980"
743	"Zaykov, A. N."	1984	"Zaykov, A. N. 1984. New for Bulgarian fauna species of subfamily Opiinae (Hymenoptera, Braconidae). Faunistic and taxonomic contribution. 2 Nauchni Trudove Plovdivski Universitet QQQQPaisii-KhilendarskiQQQQ 22:77-83"	"Zaykov 1984"
744	"Zaykov, A. N."	1983	"Zaykov, A. N. 1983. New for Bulgarian fauna species of subfamily Opiinae (Hymenoptera, Braconidae). Faunistic and taxonomic contribution Acta Zoological Bulgarica 23:33-42"	"Zaykov 1983"
745	"Zucchi, R. and van Lenteren, J. C."	1978	"Zucchi, R. and van Lenteren, J. C. 1978. Biological characteristics of Opius pallipes Wesmael (Hymenoptera: Braconidae), parasite of the tomato leafminer Liriomyza bryoniae Kalt. Mededelingen van de Faculteit Landbouwwetenschappen Rijksuniversiteit Gent 43:455-462"	"Zucchi and van Lenteren 1978 "
746	"Ahmad, R.; Murtaza, M.; Caleb, S.; Syed, R. A."	1975	"Ahmad, R.; Murtaza, M.; Caleb, S.; Syed, R. A. 1975. Note on breeding parasites of fruitflies of Pakistan FAO (Food and Agriculture Organization of the United Nations) Plant Protection Bulletin 23:146-147"	"Ahmad et al. 1975"
747	"AliNiazee, M. T."	1985	"AliNiazee, M. T. 1985. Opiine parasitoids (Hymenoptera: Braconidae) of Rhagoletis pomonella and R. zephyria (Diptera: Tephritidae) in the Willamette Valley, Oregon Canadian Entomologist 117:163-166"	"AliNiazee 1985"
748	"Arietta-M, D. L.; Terrazas Loyola, J.; Jimenez-J. E."	1961	"Arietta-M, D. L.; Terrazas Loyola, J.; Jimenez-J. E. 1961. La mosca mediterraneo (Ceratitis capitita Wied.) en centro america. Situacion actual en Nicaragua y posibilidades de erradicacion Fitofilo 14:29-38"	"Arietta-M et al. 1961"
749	"Back, E. A. and Pemberton, C. E."	1915	"Back, E. A. and Pemberton, C. E. 1915a. Life history of the Mediterranean fruit fly from the standpoint of parasite introduction Journal of Agricultural Research 3:363-370"	"Back and Pemberton 1915a"
750	"Baker, G. C."	1908	"Baker, G. C. 1908. Fruit-fly parasites Journal of Agriculture of Western Australia 16:27-29"	"Baker 1908"
751	"Duan, J. J. and Messing, R. H."	1996	"Duan, J. J. and Messing, R. H. 1996. Response of two opiine fruit fly parasitoids (Hymenoptera: Braconidae) to the lantana gall fly (Diptera: Tephritidae) Environmental Entomology 25:1428-1437"	"Duan and Messing 1996"
752	"Harris, E. J. and Bautista, R. C."	1994	"Harris, E. J. and Bautista, R. C. 1994. Fruit trap: a detection and collection tool for opiine parasitoids (Hym. Braconidae) of the Oriental fruit fly, Bactrocera dorsalis (Dipt.: Tephritidae) Entomophaga 39:341-350"	"Harris and Bautista 1994"
753	"Messing, R. H.; Klungness, L. M.; Purcell, M.; Wong, T. T. M."	1993	"Messing, R. H.; Klungness, L. M.; Purcell, M.; Wong, T. T. M. 1993. Quality control parameters of mass-reared opiine parasitoids used in augmentative biological control of tephritid fruit flies in Hawaii Biological Control 3:140-147"	"Messing et al. 1993"
754	"Messing, R. H. and Wong, T. T. Y."	1992	"Messing, R. H. and Wong, T. T. Y. 1992. An effective trapping method for field studies of opiine braconid parasitoids of tephritid fruit flies Entomophaga 37:391-396"	"Messing and Wong 1992"
755	"Palacio, I. P.; Ibrahim, A. G.; Ibrahim, R."	1988	"Palacio, I. P.; Ibrahim, A. G.; Ibrahim, R. 1988. Seasonal abundance of the major opiine (Hymenoptera) parasitoids of the Oriental fruit fly, Dacus dorsalis Hendel (Diptera: Tephritidae), on starfruit, Averrhoa carabola L.  Fruit Flies in the Tropics: Proceedings of the First International Symposium pp.1-18"	"Palacio et al. 1988"
756	"Palacio, I. P.; Ibrahim, A. G.; Ibrahim, R."	1991	"Palacio, I. P.; Ibrahim, A. G.; Ibrahim, R. 1991. Interspecific competition among opiine parasitoids of the Oriental fruit fly, Bactrocera dorsalis (Hendel) Philippine Entomologist 8:1087-1097"	"Palacio et al. 1991"
757	"Palacio, I. P.; Ibrahim, A. G.; Ibrahim, R."	1992	"Palacio, I. P.; Ibrahim, A. G.; Ibrahim, R. 1992. Identification of immatures and male adults of the opiine parasitoids (Biosteres spp.) of the Oriental fruit fly, Bactrocera dorsalis (Hendel) Philippine Entomologist 8:1124-1146"	"Palacio et al. 1992"
758	"Quicke, D. L. J.; van Achterberg, K.; Godfray, H. C. J."	1997	"Quicke, D. L. J.; van Achterberg, K.; Godfray, H. C. J. 1997. Comparative morphology of the venom gland and reservoir in opiine and alysiine braconid wasps (Insecta, Hymenoptera, Braconidae) Zoologica Scripta 26:23-50"	"Quicke et al. 1997"
759	"Ramadan, M. M.; Wong, T. T. Y.; Herr, J. C."	1994	"Ramadan, M. M.; Wong, T. T. Y.; Herr, J. C. 1994a. Is the Oriental fruit fly a natural host for the opiine parasitoid Diachasmimorpha tryoni (Hymenoptera: Braconidae)? Environmental Entomology 23:761-769"	"Ramadan et al. 1994a"
760	"Vargas, R. I.; Stark, J. D.; Uchida, G. K.; Purcell, M. "	1993	"Vargas, R. I.; Stark, J. D.; Uchida, G. K.; Purcell, M.  1993. Opiine parasitoids (Hymenoptera: Braconidae) of Oriental fruit fly (Diptera: Tephritidae) on Kauai Island, Hawaii:  Islandwide relative abundance and parasitism rates in wild and orchard guava habitats Environmental Entomology 22:246-253"	"Vargas et al. 1993"
761	"Wharton, R. A."	1987	"Wharton, R. A. 1987a. Changes in nomenclature and classification of some opiine Braconidae (Hymenoptera) Proceedings of the Entomological Society of Washington 89:61-73"	"Wharton 1987a"
762	"Wharton, R. A. and Gilstrap,  F. E."	1983	"Wharton, R. A. and Gilstrap,  F. E. 1983. Key to and status of opiine braconid  (Hymenoptera) parasitoids used in biological control of Ceratitis and Dacus s. l. (Diptera: Tephritidae) Annals of the Entomological Society of America 76:721-742"	"Wharton and Gilstrap 1983"
763	"Papp, J."	1970	"Papp, J. 1970. A contribution to the braconid fauna of Israel (Hymenoptera) Israel Journal of Entomology 5:63-76"	"Papp 1970"
764	"Papp, J."	1973	"Papp, J. 1973. Contributions to the braconid fauna of Yugoslavia (Hymenoptera, Braconidae) I Acta Musei Macedonici Scientiarum Naturalium 14:1-23"	"Papp 1973"
765	"Papp, J."	1974	"Papp, J. 1974. A study on the systematics of Braconidae (Hymenoptera) Folia Entomologica Hungarica 27:109-133"	"Papp 1974"
766	"Papp, J."	1978	"Papp, J. 1978a. Braconidae (Hymenoptera) from Korea, III Acta Zoologica Academiae Scientiarum Hungaricae 24:133-148"	"Papp 1978a"
767	"Papp, J."	1979	"Papp, J. 1979b. Braconidae (Hymenoptera) from Tunisia, I Folia Entomologica Hungarica 32:175-187"	"Papp 1979b"
768	"Papp, J."	1980	"Papp, J. 1980. Braconidae (Hymenoptera) from Korea, IV Acta Zoologica Academiae Scientiarum Hungaricae 26:197-210"	"Papp 1980"
769	"Anonymous"	1951	"Anonymous 1951a. Fruit fly parasites released on Guam Proceedings of the Hawaiian Entomological Society 14:211"	"Anonymous 1951a"
770	"Anonymous"	1953	"Anonymous 1953b. Opius oophilus Proceedings of the Hawaiian Entomological Society 15:15"	"Anonymous 1953b"
