13174	"Turner, R. E."	1918	"Turner, R. E. 1918. Notes on the Braconidae in the British Museum.- IV. On new Helconinae, mostly Australian Annals and Magazine of Natural History 9:163-173"	""
13175	"Turner, R. E."	1918	"Turner, R. E. 1918. Notes on the Braconidae in the British Museum.- III. On new Australian Agathinae Annals and Magazine of Natural History 9:221-230"	""
13176	"Turner, R. E."	1918	"Turner, R. E. 1918. Australian Braconidae in the British Museum Transactions of the Royal Entomological Society of London 1918:91-114"	""
13178	"Enderlein, G."	1920	"Enderlein, G. 1920. Zur Kenntnis Aubereuropaischer Braconiden Archiv fuer Naturgeschiche 84:51-224"	""
13186	"Gatenby, J. B."	1919	"Gatenby, J. B. 1919. Notes on the binomics, embryology, and anatomy of certain Hymenoptera parasiteca, especially of Microgaster connexus Nees Journal of the Linnean Society of London Zoology 33:387-416"	""
13187	"Muesebeck, C. F. W."	1919	"Muesebeck, C. F. W. 1919. Three new species of Braconidae Canadian Entomologist 51:113-116"	""
13189	"Smits van Burgst, C. A. L."	1919	"Smits van Burgst, C. A. L. 1919. Braconidae (Hym.) faun. nov. spec., aanwezig in de collectie vaan het Ryk Tijdschrift voor Entomologie 62:104-106"	""
13190	"Viereck, H. L."	1919	"Viereck, H. L. 1919. Additions and corrections to QQQQA list of families and subfamilies of ichneumon-flies of the super family Ichneumonoidea (Hymenoptera)QQQQ Proceedings of the Biological Society of Washington 32:45-48"	""
13191	"Viereck, H. L."	1919	"Viereck, H. L. 1919. Additions to QQQQA list of families and subfamilies of ichneumon-flies or the superfamily Ichneumonidea (Hymenoptera) Proceedings of the Biological Society of Washington 32:195-202"	""
13192	"Altson, A. M."	1920	"Altson, A. M. 1920. The life-history and habits of two parasites of blowflies, with an introduction by Prof. H. Maxwell Proceedings of the Zoological Society of London 1920:196-243"	""
13193	"Bezzi, M."	1920	"Bezzi, M. 1920. Notes on the Ethiopian fruit-flies of the family Trypaneidae, other than Dacus. -- III. Bulletin of Entomological Research 11:211-234 (parts)"	""
13194	"Bridwell, J. C."	1920	"Bridwell, J. C. 1920. Miscellaneous notes on Hymenoptera, 2nd paper, with descriptions of new species Proceedings of the Hawaiian Entomological Society 4:386-403"	""
13196	"Brues, C. T."	1920	"Brues, C. T. 1920. The braconid genus Trachypetus Guerin Psyche 27:59-62"	""
13198	"Cotterell, G. S."	1920	"Cotterell, G. S. 1920. The life-history and habits of the yellow dung fly (Scotophaga stercoraria); a possible blow-fly check Proceedings of the Zoological Society of London 1920:629-647"	""
13199	"Dozier, H. L."	1920	"Dozier, H. L. 1920. An ecological study of hammock and piney woods insects in Florida Annals of the Entomological Society of America 13:325-380"	""
13205	"Gahan, A. B."	1920	"Gahan, A. B. 1920. Black grain-stem sawfly of Europe in the United States United States Department of Agriculture Bulletin 834:1-18"	""
13206	"Gahan, A. B."	1920	"Gahan, A. B. 1920. New reared parasitic Hymenoptera from the Philippines Philippine Journal of Science 17:343-345"	""
13207	"Gahan, A. B."	1920	"Gahan, A. B. 1920. On the identity of several species of Chalcidoidea (Hymenoptera) Proceedings of the Entomological Society of Washington 22:235-243"	""
13208	"Jarvis, E."	1920	"Jarvis, E. 1920. Some lepidopterous pests new to sugar-cane in Queensland Queensland Bureau of Sugar Experiment Stations, Division of Entomology Bulletin 9:1-16"	""
13210	"Montgomery, J. H."	1920	"Montgomery, J. H. 1920. Notes from the quarantine department - fruit flies Quarterly Bulletin of the State Plant Board of Florida 5:1-2"	""
13211	"Muesebeck, C. F. W."	1920	"Muesebeck, C. F. W. 1920. A revision of the North American species of ichneumon-flies belonging to the genus Apanteles Proceedings of the United States National Museum 58:483-576"	""
13212	"Muttkowski, R. A."	1920	"Muttkowski, R. A. 1920. The respiration of aquatic insects Bulletin of the Brooklyn Entomological Society 15:89-141"	""
13213	"Porter, C. E. "	1920	"Porter, C. E.  1920. Sobre dos Brac—nidos Argentinos Revista Chilena de Historia Natural 24:33-34"	""
13214	"Scott, H."	1920	"Scott, H. 1920. Notes on the biology of some inquilines and parasites in a nest of Bombus derhamellus Kirby; with a description of the larva and pupa of Epuraea depressa Illig. Transactions of the Royal Entomological Society of London 68:99-127"	""
13216	"Weiss, H. B. and West, E."	1920	"Weiss, H. B. and West, E. 1920. Fungus insects and their hosts Proceedings of the Biological Society of Washington 33:1-20"	""
13219	"Enderlein, G."	1920	"Enderlein, G. 1920 (1921). Einige neue orientalische Braconiden Wiener Entomologische Zeitung 38:57-59"	""
13220	"Anonymous"	1921	"Anonymous 1921. The maggot of the guava in Costa Rica Entomological News 32:115"	""
13221	"Ayyar, T. V. R."	1921	"Ayyar, T. V. R. 1921. A list of parasitic Hymenoptera of economic importance from south India  Report of the Proceedings of the Fourth Entomological Meeting, Pusa, February 1919 pp.363-366"	""
13222	"Baird, A. B."	1921	"Baird, A. B. 1921. Some notes on the female reproductive organs in the Hymenoptera Proceedings of the Acadian Entomological Society 7:73-88"	""
13223	"Brethes, J."	1921	"Brethes, J. 1921. Nouveaux Hymenopteres Parasites du Chili Anales de Zoologia Aplicada 8:6"	""
13224	"Brues, C. T."	1921	"Brues, C. T. 1921. Correlation of taxonomic affinities with food habits in Hymenoptera, with special reference to parasitism American Naturalist 55:134-164"	""
13225	"Greene, C. T."	1921	"Greene, C. T. 1921. Dipterous parasites of sawflies Proceedings of the Entomological Society of Washington 23:41-43"	""
13226	"Huckett, C. T."	1921	"Huckett, C. T. 1921. On the morphology of the ovipositor of certain anthomyian genera Annals of the Entomological Society of America 14:290-320"	""
13227	"Phillips, W. J. and Poos, F. W."	1921	"Phillips, W. J. and Poos, F. W. 1921. Life-history studies of three joint worm parasites Journal of Agricultural Research 21:405-426"	""
13230	"Roman, A."	1921	"Roman, A. 1921. Ichneumonidea Report of the Scientific Results of the Norwegian Expedition to Novaya Zemlya pp.17-18"	""
13231	"Strand, E. "	1921	"Strand, E.  1921. FŸnf neue Insektengattungen Internationale Entomologische Zeitschrift 14:174"	""
13233	"Viereck, H. L."	1921	"Viereck, H. L. 1921. First supplement to type species of the genera of ichneumon-flies Proceedings of the United States National Museum 59:129-150"	""
13234	"Weiss, H. B. and West, E"	1921	"Weiss, H. B. and West, E 1921. Additional notes on fungus insects Proceedings of the Biological Society of Washington 34:167-72"	""
13235	"Weld, L. H."	1921	"Weld, L. H. 1921. Notes on certain genera of parasitic Cynipidae proposed by Ashmead with descriptions of genotypes Proceedings of the United States National Museum 59:433-451"	""
13236	"Brethes, J."	1922	"Brethes, J. 1922. Himenopteros y Dipteros de Varias Procedencias Anales de la Sociedad Cient’fica Argentina 93:134-137"	""
13237	"Brues, C. T."	1922	"Brues, C. T. 1922. The embolemid genus Pedinomma in North America Psyche 29:6-8"	""
13238	"Brues, C. T."	1922	"Brues, C. T. 1922. On the hymenopterous genus Harpagocryptus and its allies Psyche 29:101-109"	""
13239	"Crossman, S. S."	1922	"Crossman, S. S. 1922. Apanteles melanoscelus, an imported parasite of the gipsy moth United States Department of Agriculture Bulletin pp.1-25"	""
13242	"Genieys, P."	1922	"Genieys, P. 1922. Sur le determinisme des variations de la coloration chez un Hymenoptere parasite Comptes Rendus des Seances de la Societe de Biologie et de ses Filiales 86:767-769"	""
13243	"Haviland, M. D."	1922	"Haviland, M. D. 1922. On the larval development of Dacnusa areolaris Nees (Braconidae), a parasite of Phytomyzinae (Diptera), with a note on certain chalcid parasites of phytomyzids Parasitology 14:167-173"	""
13246	"Muesebeck, C. F. W."	1922	"Muesebeck, C. F. W. 1922. A revision of the North American ichneumon-flies belonging to the subfamilies Neoneurinae and Microgasterinae Proceedings of the United States National Museum 61:1-76"	""
13248	"Rohwer, S. A."	1922	"Rohwer, S. A. 1922. Descriptions of Javanese Braconidae (Hym.) received from Mr. S. Leefmans Treubia 3:53-55"	""
13253	"Turner, R. E."	1922	"Turner, R. E. 1922. New Evaniidae and Braconidae in the British Museum Annals and Magazine of Natural History 9:270-281"	""
13254	"Weld, L. H."	1922	"Weld, L. H. 1922. Notes on American gallflies of the family Cynipidae producing galls on acorns, with descriptions of new species Proceedings of the United States National Museum 61:1-32 with 5 plates"	""
13257	"Bischoff, H."	1923	"Bischoff, H. 1923. Ichneumonidae und Braconidae (Schlupfwespen) Biologie der Tiere Deutschlands 42:21-39"	""
13258	"Brues, C. T."	1923	"Brues, C. T. 1923. Termitobracon, a termitophilous braconid from British Guiana Zoologica (New York) 3:427-432"	""
13259	"Bruner, S. C. and Acuna, J."	1923	"Bruner, S. C. and Acuna, J. 1923. Sobre la biologia de Bephrata cubensis, Ashm., el insecto perforador de las frutas anonaceas Estacion Experimental Agronomica Santiago de Las Vegas, Cuba pp.1-12"	""
13260	"Cushman, R. A."	1923	"Cushman, R. A. 1923. A new subfamily of Braconidae (Hymenoptera) from termite nests Proceedings of the Entomological Society of Washington 25:54-56"	""
13262	"Haines, F. H."	1923	"Haines, F. H. 1923. The distribution of the order Hymenoptera (Insecta) in Dorset with suggestions as to the limiting causes Proceedings of the Dorset Natural History and Antiquarian Field Club 43:64-105"	""
13263	"Illingworth, J. F."	1923	"Illingworth, J. F. 1923. Insect fauna of hen manure Proceedings of the Hawaiian Entomological Society 5:270--273"	""
13266	"Lovett, A. L."	1923	"Lovett, A. L. 1923. The cherry fruit-fly Oregon Agricultural Experiment Station Circular 35:1-3"	""
13267	"Muesebeck, C. F. W."	1923	"Muesebeck, C. F. W. 1923. A revision of the North American species of ichneumon fly belonging to the genus Meteorus Haliday Proceedings of the United States National Museum 63:1-44"	""
13269	"Ramakrishna Ayyar, T. V."	1923	"Ramakrishna Ayyar, T. V. 1923. A catalogue of the Braconid wasps described from the Indian region  Report of the Proceedings of the 5th Entomological Meeting pp.352-362"	""
13270	"Rohwer, S. A."	1923	"Rohwer, S. A. 1923. A new Macrocentrus reared from the strawberry leaf-roller. (Hymenoptera, Braconidae) Proceedings of the Entomological Society of Washington 25:168"	""
13271	"Rohwer, S. A."	1923	"Rohwer, S. A. 1923. New Hymenoptera from the Malayan Region Philippine Journal of Science 22:345-353"	""
13272	"Roman, A."	1923	"Roman, A. 1923. Ichneumonids reared from Diptera Nematocera Entomologist's Monthly Magazine 59:71-76"	""
13273	"Shannon, R. C."	1923	"Shannon, R. C. 1923. Genera of Neartic Calliphoridae, blowflies, with revision of the Calliphorini (Diptera) Insecutor Inscitiae Menstruus 11:101-118"	""
13274	"Sharp, J. L. and Chambers, D. L."	1923	"Sharp, J. L. and Chambers, D. L. 1923. A white-eyed mutant of the Mediterranean fruit fly Journal of Economic Entomology 66:560-561"	""
13275	"Swezey, O. H."	1923	"Swezey, O. H. 1923. Records of introduction of beneficial insects into the Hawaiian Islands Proceedings of the Hawaiian Entomological Society 5:299-304"	""
13276	"Wade, J. S. and George, R. A. S."	1923	"Wade, J. S. and George, R. A. S. 1923. Biology of the false wireworm Eleodes suturalis Say Journal of Agricultural Research 36:547-566"	""
13278	"Wolcott, G. N."	1923	"Wolcott, G. N. 1923. Insectae Portoricensis Journal of the Department of Agriculture of Puerto Rico 7:1-313"	""
13280	"Bezzi, M."	1924	"Bezzi, M. 1924. South African trypaneid Diptera in the collection of the South African Museum Annals of the South African Museum 29:449-581"	""
13281	"Blaisdell, F. E."	1924	"Blaisdell, F. E. 1924. New forms of Coniontis (Coleoptera) Pan-Pacific Entomologist 1:83-88"	""
13282	"Bodenheimer, F. S."	1924	"Bodenheimer, F. S. 1924. On predicting the development cycles of insects I. Ceratitis capitata Wied. Bulletin de la Societe Entomologique d'Egypte 1924:149-157"	""
13284	"Brethes, J."	1924	"Brethes, J. 1924. Quelques Insectes du Paraguay Revista Chilena de Historia Natural 28:67-69"	""
13285	"Chamberlin, T. R."	1924	"Chamberlin, T. R. 1924. Introduction of parasites of the alfalfa weevil into the United States United States Department of Agriculture Circular pp.1-9"	""
13287	"Frost, S. W."	1924	"Frost, S. W. 1924. A study of the leaf-mining Diptera of North America Memoirs of the Cornell University Agricultural Experiment Station 78:1-228"	""
13289	"Garc’a Mercet, R."	1924	"Garc’a Mercet, R. 1924. Los gŽneros Leptomastidea, Callipteroma, y Gyranusa Boletin de la Real Sociedad Espanola de Historia Natural Seccion Biologica 24:252-260"	""
13290	"Hargreaves, H."	1924	"Hargreaves, H. 1924. Annual Report of the Government Entomologist Uganda Department of Agriculture Annual Report 1922:29-32"	""
13292	"Myers, P. R."	1924	"Myers, P. R. 1924. Polyscelis modestus Gahan, a minor parasite of the hessian fly Journal of Agricultural Research 29:289-295"	""
13293	"Nagel, P."	1924	"Nagel, P. 1924. A new form of lucanoid Coleoptera Pan-Pacific Entomologist 1:72"	""
13294	"Parker, H. L."	1924	"Parker, H. L. 1924. Rescherches sur les Formes post-embryonnaires des Chelcidiens Annales de la Societe Entomologique de France 93:261-379"	""
13298	"Rohwer, S. A."	1924	"Rohwer, S. A. 1924. Hymenoptera of the Siju Cave, Garo Hills, Assam. II. Description of a new braconid Records of the Indian Museum, Calcutta 26:124-125"	""
13299	"Roman, A."	1924	"Roman, A. 1924. Wissenschaftliche Ergebnisse der schwedischen entomologischen Reise des Herrn Dr. A. Roman in Amazonas 1914-1915. 10. Hymenoptera: Braconidae, Cyclostomi pro p. Arkiv fuer Zoologi 16:1-40"	""
13300	"Snodgrass, R. E."	1924	"Snodgrass, R. E. 1924. Anatomy and metamorphosis of the apple maggot, Rhagoletis pomonella Walsh Journal of Agricultural Research 28:1-36"	""
13301	"Wheeler, W. M. and Rohwer, S. A."	1924	"Wheeler, W. M. and Rohwer, S. A. 1924. Hymenoptera of the Siju Cave, Garo Hills, Assam- I. Triglyphothrix striatidens Emery as a cave ant Records of the Indian Museum, Calcutta 26:123-125"	""
13302	"Wheeler, G. and Wheeler, E. H."	1924	"Wheeler, G. and Wheeler, E. H. 1924. A new species of Schizaspidia (Eucharidae), with notes on a eulophid ant parasite Psyche 31:50-56"	""
13303	"Bodenheimer, F. S."	1924	"Bodenheimer, F. S. 1924-1927. Contributions towards the knowledge of citrus insects in Palestine: Preliminary report on the work of the parasite breeding laboratory at Petah-Tikwi, 1924-1927. Palestine Citrograph 6:12-14"	""
13304	"Bodenheimer, F. S."	1924	"Bodenheimer, F. S. 1924-1927. Contributions towards the knowledge of the citrus breeding insects in Palistine: I. Preliminary report on the work of the parasite breeding laboratory at Petah-Tikwa, 1924-1927. Palestine Citrograph 5:6-8"	""
13309	"Bakkendorf, O."	1925	"Bakkendorf, O. 1925. Recherches sur la biologie de l'Anagrus incarnatus Haliday: MicrohymŽnoptre parasite (accidentel?) des oeufs de divers Agrionides Annales de Biologie Lacustre 14:250-270"	""
13310	"Blaisdell, F. E."	1925	"Blaisdell, F. E. 1925. A new species of Dasytes from California (Melyridae: Coleoptera) Pan-Pacific Entomologist 1:184-185"	""
13312	"Brethes, J."	1925	"Brethes, J. 1925. Nuestros benefactores anonimos de las plantas.- Un nuevo insecto util: Sigalphus primus Brethes Revista de la Facultad de Agronomia Universidad Nacional de La Plata 16:60-61"	""
13314	"Chamberlin, W. J."	1925	"Chamberlin, W. J. 1925. The coniferous trees of the United States with the scolytid (Ipid) beetles said to attack them Pan-Pacific Entomologist 2:23-35"	""
13315	"Cushman, R. A."	1925	"Cushman, R. A. 1925. The synonymy and generic position of two North American ichneumon flies Proceedings of the Entomological Society of Washington 27:164-166"	""
13316	"Dover, C."	1925	"Dover, C. 1925. Synonymie und neue Fundorte der Braconiden Indiens. (Hym.) Entomologische Mitteilungen 14:39-40"	""
13320	"Green, C. T."	1925	"Green, C. T. 1925. A tentative arrangement of the muscoid flies based on the puparia Proceedings of the Entomological Society of Washington 27:157-163"	""
13322	"Handlirsch, A."	1925	"Handlirsch, A. 1925. Uber entomologische literatur und ihre benuetzung  3:22-32"	""
13324	"Jones, W. W. and Brisley, H."	1925	"Jones, W. W. and Brisley, H. 1925. Field notes concerning a few Arizona Hispinae Pan-Pacific Entomologist 1:174-178"	""
13326	"Knaus, W."	1925	"Knaus, W. 1925. Three new forms of Coleoptera Pan-Pacific Entomologist 1:182-183"	""
13327	"Muesebeck, C. F. W."	1925	"Muesebeck, C. F. W. 1925. A revision of the parasitic wasps of the genus Microbracon occurring in America north of Mexico Proceedings of the United States National Museum 67:1-85"	""
13328	"Nixon, G. E. J."	1925	"Nixon, G. E. J. 1925. The Indian and African species of Rhaconotus Ruthe (Hymenoptera, Braconidae) Annals and Magazine of Natural History 7:473-503"	""
13332	"Rohwer, S. A."	1925	"Rohwer, S. A. 1925. Five braconid parasites of the genus Heterospilus Journal of the Washington Academy of Sciences 15:177-182"	""
13333	"Shestakov, A."	1925	"Shestakov, A. 1925. Species palaearcticae novae Braconidarum subfamiliae Braconinarum (Hymenoptera) Revue Russe d'Entomologie 19:1?"	""
13334	"van Dyke, E. C."	1925	"van Dyke, E. C. 1925. Observations concerning certain Coleoptera from the Yosemite Valley, California, during the summer of 1921 Pan-Pacific Entomologist 1:175-178"	""
13335	"van Dyke, E. C."	1925	"van Dyke, E. C. 1925. Studies of western North American Carabinae (Coleoptera) with descriptions of new species Pan-Pacific Entomologist 1:111-125"	""
13336	"van Dyke, E. C."	1925	"van Dyke, E. C. 1925. Notes and descriptions of new species of west American Hispinae (Coleoptera -- Chrysomelidae) Pan-Pacific Entomologist 1:170-173"	""
13337	"Viereck, H. L."	1925	"Viereck, H. L. 1925. A preliminary revision of the Campopleginae in the Canadian National Collection Canadian Entomologist 57:296-303"	""
13338	"Viereck, H."	1925	"Viereck, H. 1925. Some synonymy in the Ichneumonidae Canadian Entomologist 57:104"	""
13340	"Wacker, F."	1925	"Wacker, F. 1925. Beitrage zur kenntnis der antennalen Sinnesorgane der Hymenopteren. Zeitschrift fuer Morphologie und Oekologie der Tiere 4:739-812"	""
13341	"Aldrich, J. M."	1926	"Aldrich, J. M. 1926. Notes on the metallic green tachinids allied to Gymnochaeta with keys and one new Chinese genus, Insecutor inscitiae Insecutor Inscitiae Menstruus 14:51-57"	""
13342	"Allen, H. W."	1926	"Allen, H. W. 1926. North American species of the tribe Miltogrammini Proceedings of the United States National Museum 8:1-106"	""
13343	"Baker, C. F."	1926	"Baker, C. F. 1926. Braconidae-Cheloninae of the Philippines, Malaya, and Australia: I. Chelonini (Except Chelonus) Philippine Journal of Science 31:451-489"	""
13344	"Balduf, W. V."	1926	"Balduf, W. V. 1926. The bionomics of Dinocampus coccinellae Schrank Annals of the Entomological Society of America 19:465-495"	""
13349	"Chamberlin, F. S. and Tenhet, J. N."	1926	"Chamberlin, F. S. and Tenhet, J. N. 1926. Cardiochiles nigriceps Vier. an important parasite of the tobacco budworm Heliothis virescens Fab. Journal of Agricultural Research 33:21-27"	""
13350	"Cushman, R. A."	1926	"Cushman, R. A. 1926. Location of individual hosts versus systematic relation of host species as a determining factor in parasite attack Proceedings of the Entomological Society of Washington 28:5-6"	""
13351	"Cushman, R. A."	1926	"Cushman, R. A. 1926. Address of retiring president Proceedings of the Entomological Society of Washington 28:25-51"	""
13352	"Dozier, H. L."	1926	"Dozier, H. L. 1926. Some new Porto Rico scale parasites (Hymenoptera: Encyrtidae) Proceedings of the Entomological Society of Washington 28:97-102"	""
13353	"Essig, E. O."	1926	"Essig, E. O. 1926. A butterfly migration Pan-Pacific Entomologist 2:211-212"	""
13354	"Falcoy, L."	1926	"Falcoy, L. 1926. Observations biologiques sur divers insectes des environs de Vienne en Dauphine. Bulletin de la Societe Entomologique de France 130-134."	""
13355	"Fall, H. C."	1926	"Fall, H. C. 1926. A list of the Coleoptera taken in Alaska and adjacent parts of the Yukon territory in the summer of 1924 Pan-Pacific Entomologist 2:127-154"	""
13356	"Fernald, H. T."	1926	"Fernald, H. T. 1926. Climate and Coloration in some wasps Annals of the Entomological Society of America 19:89-92"	""
13359	"Glasgow, H. and Gambrell, F. L."	1926	"Glasgow, H. and Gambrell, F. L. 1926. The cherry fruit fly New York State Agricultural Experiment Station Circular pp.1-10"	""
13360	"Greene, C. T."	1926	"Greene, C. T. 1926. Immature stages of sarcophagid flies Proceedings of the United States National Museum 66:1-5, 21-26 with 7 plates"	""
13361	"Hancock, G. L. R."	1926	"Hancock, G. L. R. 1926. Annual report of the assistant entomologist Uganda Department of Agriculture Annual Report 1925:25-28"	""
13362	"Horn, W."	1926	"Horn, W. 1926. Ueber den Verbleib der Entomologischen Sammlungen der Welt. Supplementa Entomologica 12:1-133"	""
13364	"Kamal, M."	1926	"Kamal, M. 1926. Four new species of parasites from aphidophagous Syrphidae (Hymenoptera) Canadian Entomologist 58:283-286"	""
13365	"Kamal, M."	1926	"Kamal, M. 1926. A study of some hymenopterous parasites of aphidophagous Syriphidae Journal of Economic Entomology 19:721-730"	""
13366	"Muesebeck, C. F. W."	1926	"Muesebeck, C. F. W. 1926. Descriptions of new reared parasitic Hymenoptera and some notes on synonymy Proceedings of the United States National Museum 69:1-18"	""
13369	"Paoli, G."	1926	"Paoli, G. 1926. Revisione del genere Aspidiotiphagus How. Bollettino della Societa Entomologica Italiana 58:97-105"	""
13370	"Pettit, R. H."	1926	"Pettit, R. H. 1926. Control of cherry Fruit-fly Michigan State College, Agricultural Experiment Station, Entomological Section, Circular Bulletin pp.3-9"	""
13371	"Ramakrishna Ayyar, T. V."	1926	"Ramakrishna Ayyar, T. V. 1926. The braconid genus Aphrastobracon, Ashm. Bulletin of Entomological Research 27:91-98"	""
13372	"Rohwer, S. A."	1926	"Rohwer, S. A. 1926. Description of a new braconid parasite of Artona catoxantha (Hymenoptera) Proceedings of the Entomological Society of Washington 28:188-189"	""
13373	"Tillyard, R. J."	1926	"Tillyard, R. J. 1926.  pp.560 pp In: The Insects of Australia and New Zealand. Angus & Robertson, Sydney"	""
13374	"van Dyke, E. C."	1926	"van Dyke, E. C. 1926. New species of Carabidae in the subfamily Harpalinae, chiefly from western North America Pan-Pacific Entomologist 2:113-126"	""
13376	"Brethes, J."	1927	"Brethes, J. 1927. Parasites and hyperparasites of Diatraea saccharalis in sugar can in Tucuman Revista Industrial y Agricola de Tucuman 17:163-166"	""
13380	"Aldrich, J. M."	1927	"Aldrich, J. M. 1927. Redescription of types of American muscoid flies in the collection of the Vienna Natural History Museum with incidental notes Proceedings of the United States National Museum 72:1-35"	""
13381	"Aldrich, J. M."	1927	"Aldrich, J. M. 1927. The dipterous parasites of the migratory locust of tropical America, Schistocerca paranensis Burmeister Journal of Economic Entomology 20:588-593"	""
13382	"Anonymous"	1927	"Anonymous 1927. The celery fly (Acidia heraclei) Gardener's Chronicle 81:359"	""
13383	"Brethes, J."	1927	"Brethes, J. 1927. Nouveau hymŽnoptres parasites du Chili Revista Chilena de Historia Natural 31:194-200"	""
13386	"Cushman, R. A."	1927	"Cushman, R. A. 1927. Three new hymenopterous parasites of the pine tip moth, Rhyacionia frustrana (Comstock) Journal of Agricultural Research 34:739-741"	""
13387	"Cushman, R. A."	1927	"Cushman, R. A. 1927. New species and new forms of Ichneumonidae parasitic upon the gipsy-moth parasite, Apanteles melanoscelus Ratzeburg Journal of Agricultural Research 3:453-458"	""
13388	"Cushman, R. A."	1927	"Cushman, R. A. 1927. The parasites of the pine tip moth, Rhyacionia frustrana (Comstock) Journal of Agricultural Research 34:615-622"	""
13389	"de Lepiney, J."	1927	"de Lepiney, J. 1927. Les insectes nuisibles du chene liege dans la foret de la Mamora (Maloc) Annales des Epiphyties (Paris) 13:145-174"	""
13390	"Fahringer, J."	1927	"Fahringer, J. 1927. Braconiden-Studien Entomologische Mitteilungen 16:256-266"	""
13391	"Ferriere, C."	1927	"Ferriere, C. 1927. Braconides de la Suisse Mitteilungen der Schweizerischen Entomologischen Gesellschaft 14:5-13"	""
13393	"Garc’a Mercet, R."	1927	"Garc’a Mercet, R. 1927. Nota sobre Lelapinos (Hym. Chalc.) EOS: Revista Espanola de Entomologia 3:49-63"	""
13394	"Hellen, W."	1927	"Hellen, W. 1927. Zur Kenntnis der Braconiden (Hym.) Finnlands I. Subfam. Braconinae (Part.), Rhogadinae, und Spathiinae Acta Societatis pro Fauna et Flora Fennica 56:3-57"	""
13395	"Kurdjumov, N. B."	1927	"Kurdjumov, N. B. 1927. Notes sur les Tetrastichini EOS: Revista Espanola de Entomologia 3:513-517"	""
13397	"Miller, D."	1927	"Miller, D. 1927. Parasitic control of sheep maggot flies. Establishment of Alysia manducator in New Zealand New Zealand Journal of Agriculture 35:219-220"	""
13398	"Miller, D."	1927	"Miller, D. 1927. Parasitic control of sheep maggot flies. Notes on current work New Zealand Journal of Agriculture 34:1-4"	""
13399	"Muesebeck, C. F. W."	1927	"Muesebeck, C. F. W. 1927. A revision of the parasitic wasps of the subfamily Braconinae occurring in America north of Mexico Proceedings of the United States National Museum  69:1-73"	""
13400	"Myers, J. G."	1927	"Myers, J. G. 1927. The habits of Alysia manducator (Hymenoptera; Braconidae) Bulletin of Entomological Research 17:219-229"	""
13404	"Turner, R. E."	1927	"Turner, R. E. 1927. New parasitic Hymenoptera in the British Museum Annals and Magazine of Natural History 9:553-560"	""
13405	"van Duzee, E. P."	1927	"van Duzee, E. P. 1927. Notes on westerm Aradidae Pan-Pacific Entomologist 3:139-142"	""
13406	"Voukassovitch, P."	1927	"Voukassovitch, P. 1927. Observations sur les parasites et hyperparasites du papillon Psammotis hyalinalis H. B. Comptes Rendus des Seances de la Societe de Biologie et de ses Filiales 96:235-237"	""
13408	"Wilkinson, D. S."	1927	"Wilkinson, D. S. 1927. On two new parasites from West Africa bred from the cacao barksapper (Sahlbergella) Bulletin of Entomological Research 17:309-311"	""
13410	"Winters, F. C."	1927	"Winters, F. C. 1927. Key to the subtribe Helocharae Orchym. (Coleoptera -- Hydrophilidae) of boreal America Pan-Pacific Entomologist 4:19-29"	""
13412	"Anonymous"	1928	"Anonymous 1928. The sheep blowfly. cause, effect, prevention, and treatment of Cutaneous myiasis Agricultural Gazette of New South Wales 39:795-807, 927- 937"	""
13417	"Chamberlin, W. J."	1928	"Chamberlin, W. J. 1928. Remarks on the Buprestidae (Coleoptera) of the North Pacific coast region with descriptions of new species (Part I) Pan-Pacific Entomologist 5:93-95"	""
13419	"Compere, H."	1928	"Compere, H. 1928. New coccid-inhabiting chalcidoid parasites from Africa and California University of California Publications in Entomology 4:209-230"	""
13420	"Cresson, E. T."	1928	"Cresson, E. T. 1928. The types of Hymenoptera in the Academy of Natural Science of Philadelphia other than those of Ezra T. Cresson Memoirs of the American Entomological Society 5:1-90"	""
13421	"Costa Lima, A. da"	1928	"Costa Lima, A. da 1928. Sobre alguns cryphalineos observados em sementes de cacaoeiro e de cafeeito Memorias do Instituto Oswaldo Cruz 4:117-123"	""
13422	"Dampf, A."	1928	"Dampf, A. 1928. The present status of the fruit fly problem in Mexico International Congress of Entomology Proceedings 1:97-99"	""
13423	"Deegener, P.; Prochnow, O.; Hirschler, J.; Depdolla, P.; Handlirsch, A."	1928	"Deegener, P.; Prochnow, O.; Hirschler, J.; Depdolla, P.; Handlirsch, A. 1928. Systematische Uebersicht  1:105, 106, 154, 157, 265, 1329"	""
13424	"Fahringer, J."	1928	"Fahringer, J. 1928. Braconiden-Studien (cont'd) Entomologische Mitteilungen 17:21-29"	""
13425	"Fahringer, J."	1928	"Fahringer, J. 1928. Aethiopische Region Liefrung 1-3  2:1-224"	""
13426	"Fall, H. C."	1928	"Fall, H. C. 1928. Alaudes Pan-Pacific Entomologist 4:145-150"	""
13427	"Hatch, M. H."	1928	"Hatch, M. H. 1928. Further studies on Phaedon (Chrysomelinae) Pan-Pacific Entomologist 5:59-62"	""
13428	"Jackson, D. J."	1928	"Jackson, D. J. 1928. The biology of Dinocampus (Perilitus) rutilis Nees, a braconid parasite of Sitona lineata L. Proceedings of the Zoological Society of London 1928:597-630"	""
13429	"James, H. C."	1928	"James, H. C. 1928. On the life histories and economic status of certain cynipid parasites of dipterous larvae, with descriptions of some new larval forms Annals of Applied Biology 15:287-315"	""
