4009,"New Brunswick",321,"Canada","New Brunswick","","",\N
4010,"Newfoundland",321,"Canada","Newfoundland","","",\N
4011,"Nova Scotia",321,"Canada","Nova Scotia","","",\N
4012,"Ontario",321,"Canada","Ontario","","",\N
4013,"Prince Edward Island",321,"Canada","Prince Edward Island","","",\N
4014,"Quebec",321,"Canada","Quebec","","",\N
4015,"Saskatchewan",321,"Canada","Saskatchewan","","",\N
4016,"Northwest Territories",325,"Canada","Northwest Territories","","",\N
4017,"Yukon Territory",325,"Canada","Yukon Territory","","",\N
4018,"Palearctic/Oriental",318,"","","","",\N
4019,"Suriname",320,"Suriname","","","",\N
4020,"Easter Island",143,"Chile","Easter Island","","",\N
4021,"Juan Fernandez Islands",323,"Chile","Juan Fernandez Islands","","",\N
4022,"Ain",326,"France","Ain","","",\N
4023,"Aisne",326,"France","Aisne","","",\N
4024,"Allier",326,"France","Allier","","",\N
4025,"Alpes-de-Haute Provence",326,"France","Alpes-de-Haute Provence","","",\N
4026,"Alpes-Maritimes",326,"France","Alpes-Maritimes","","",\N
4027,"Ardèche",326,"France","Ardèche","","",\N
4028,"Ardennes",326,"France","Ardennes","","",\N
4029,"Ariège",326,"France","Ariège","","",\N
4030,"Aube",326,"France","Aube","","",\N
4031,"Aude",326,"France","Aude","","",\N
4032,"Aveyron",326,"France","Aveyron","","",\N
4033,"Bas-Rhin",326,"France","Bas-Rhin","","",\N
4034,"Territoire de Belfort",326,"France","Territoire de Belfort","","",\N
4035,"Bouches-du-Rhone",326,"France","Bouches-du-Rhone","","",\N
4036,"Calvados",326,"France","Calvados","","",\N
4037,"Cantal",326,"France","Cantal","","",\N
4038,"Charente",326,"France","Charente","","",\N
4039,"Charente-Maritime",326,"France","Charente-Maritime","","",\N
4040,"Cher",326,"France","Cher","","",\N
4041,"Corrèze",326,"France","Corrèze","","",\N
4042,"Corse-du-Sud",326,"France","Corse-du-Sud","","",\N
4043,"Cote-d'Or",326,"France","Cote-d'Or","","",\N
4044,"Cotes-du-Nord",326,"France","Cotes-du-Nord","","",\N
4045,"Creuse",326,"France","Creuse","","",\N
4046,"Deux-Sèvres",326,"France","Deux-Sèvres","","",\N
4047,"Dordogne",326,"France","Dordogne","","",\N
4048,"Doubs",326,"France","Doubs","","",\N
4049,"Drome",326,"France","Drome","","",\N
4050,"Essonne",326,"France","Essonne","","",\N
4051,"Eure",326,"France","Eure","","",\N
4052,"Eure-et-Loir",326,"France","Eure-et-Loir","","",\N
4053,"Finistère",326,"France","Finistère","","",\N
4054,"Gard",326,"France","Gard","","",\N
4055,"Gers",326,"France","Gers","","",\N
4056,"Gironde",326,"France","Gironde","","",\N
4057,"Haute-Corse",326,"France","Haute-Corse","","",\N
4058,"Haute-Garonne",326,"France","Haute-Garonne","","",\N
4059,"Haute-Loire",326,"France","Haute-Loire","","",\N
4060,"Haute-Marne",326,"France","Haute-Marne","","",\N
4061,"Hautes-Alpes",326,"France","Hautes-Alpes","","",\N
4062,"Haute-Saone",326,"France","Haute-Saone","","",\N
4063,"Haute-Savoie",326,"France","Haute-Savoie","","",\N
4064,"Hautes-Pyrénées",326,"France","Hautes-Pyrénées","","",\N
4065,"Haute-Vienne",326,"France","Haute-Vienne","","",\N
4066,"Haut-Rhin",326,"France","Haut-Rhin","","",\N
4067,"Hauts-de-Seine",326,"France","Hauts-de-Seine","","",\N
4068,"Hérault",326,"France","Hérault","","",\N
4069,"Ille-et-Vilaine",326,"France","Ille-et-Vilaine","","",\N
4070,"Indre",326,"France","Indre","","",\N
4071,"Indre-et-Loire",326,"France","Indre-et-Loire","","",\N
4072,"Isère",326,"France","Isère","","",\N
4073,"Jura",326,"France","Jura","","",\N
4074,"Landes",326,"France","Landes","","",\N
4075,"Loire",326,"France","Loire","","",\N
4076,"Loire-Atlantique",326,"France","Loire-Atlantique","","",\N
4077,"Loiret",326,"France","Loiret","","",\N
4078,"Loir-et-Cher",326,"France","Loir-et-Cher","","",\N
4079,"Lot",326,"France","Lot","","",\N
4080,"Lot-et-Garonne",326,"France","Lot-et-Garonne","","",\N
4081,"Lozère",326,"France","Lozère","","",\N
4082,"Maine-et-Loire",326,"France","Maine-et-Loire","","",\N
4083,"Manche",326,"France","Manche","","",\N
4084,"Marne",326,"France","Marne","","",\N
4085,"Mayenne",326,"France","Mayenne","","",\N
4086,"Meurthe-et-Moselle",326,"France","Meurthe-et-Moselle","","",\N
4087,"Meuse",326,"France","Meuse","","",\N
4088,"Morbihan",326,"France","Morbihan","","",\N
4089,"Moselle",326,"France","Moselle","","",\N
4090,"Nièvre",326,"France","Nièvre","","",\N
4091,"Nord",326,"France","Nord","","",\N
4092,"Oise",326,"France","Oise","","",\N
4093,"Orne",326,"France","Orne","","",\N
4094,"Ville-de-Paris",326,"France","Ville-de-Paris","","",\N
4095,"Pas-de-Calais",326,"France","Pas-de-Calais","","",\N
4096,"Puy-de-Dome",326,"France","Puy-de-Dome","","",\N
4097,"Pyrénées-Atlantiques",326,"France","Pyrénées-Atlantiques","","",\N
4098,"Pyrénées-Orientales",326,"France","Pyrénées-Orientales","","",\N
4099,"Rhone",326,"France","Rhone","","",\N
4100,"Saone-et-Loire",326,"France","Saone-et-Loire","","",\N
4101,"Sarthe",326,"France","Sarthe","","",\N
4102,"Savoie",326,"France","Savoie","","",\N
4103,"Seine-et-Marne",326,"France","Seine-et-Marne","","",\N
4104,"Seine-Maritime",326,"France","Seine-Maritime","","",\N
4105,"Seine-St.-Denis",326,"France","Seine-St.-Denis","","",\N
4106,"Somme",326,"France","Somme","","",\N
4107,"Tarn",326,"France","Tarn","","",\N
4108,"Tarn-et-Garonne",326,"France","Tarn-et-Garonne","","",\N
4109,"Val-de-Marne",326,"France","Val-de-Marne","","",\N
4110,"val-d'Oise",326,"France","val-d'Oise","","",\N
4111,"Var",326,"France","Var","","",\N
4112,"Vaucluse",326,"France","Vaucluse","","",\N
4113,"Vendée",326,"France","Vendée","","",\N
4114,"Vienne",326,"France","Vienne","","",\N
4115,"Vosges",326,"France","Vosges","","",\N
4116,"Yonne",326,"France","Yonne","","",\N
4117,"Yvelines",326,"France","Yvelines","","",\N
4118,"Andorra",320,"Andorra","","","",\N
4119,"Ukraine",320,"Ukraine","","","",\N
4120,"Kirgizia",320,"Kirgizia","","","",\N
4121,"Tadzhikistan",320,"Tadzhikistan","","","",\N
4122,"Armenia",320,"Armenia","","","",\N
4123,"Uzbekistan",320,"Uzbekistan","","","",\N
4124,"Turkmenistan",320,"Turkmenistan","","","",\N
4125,"Slovenia",320,"Slovenia","","","",\N
4126,"Czech Republic",320,"Czech Republic","","","",\N
4127,"Azerbaijan",320,"Azerbaijan","","","",\N
4128,"Kazakhstan",320,"Kazakhstan","","","",\N
4129,"Labrador",315,"Canada","Labrador","","",\N
4130,"North America",10,"","","","",\N
4131,"South America",10,"","","","",\N
4132,"Europe",10,"","","","",\N
4133,"Asia",10,"","","","",\N
4134,"Africa",10,"","","","",\N
4135,"Antarctica",10,"","","","",\N
4136,"Atlantic",197,"","","","",\N
4137,"Pacific",197,"","","","",\N
4138,"Indian",197,"","","","",\N
4139,"Arctic",197,"","","","",\N
4140,"Federal District",324,"Brazil","Federal District","","",\N
4141,"Acre",324,"Brazil","Acre","","",\N
4142,"Alagoas",324,"Brazil","Alagoas","","",\N
4143,"Amazonas",324,"Brazil","Amazonas","","",\N
4144,"Bahia",324,"Brazil","Bahia","","",\N
4145,"Ceará",324,"Brazil","Ceará","","",\N
4146,"Espírito Santo",324,"Brazil","Espírito Santo","","",\N
4147,"Goiás",324,"Brazil","Goiás","","",\N
4148,"Maranhao",324,"Brazil","Maranhao","","",\N
4149,"Mato Grosso",324,"Brazil","Mato Grosso","","",\N
4150,"Mato Grosso do Sul",324,"Brazil","Mato Grosso do Sul","","",\N
4151,"Minas Gerais",324,"Brazil","Minas Gerais","","",\N
4152,"Pará",324,"Brazil","Pará","","",\N
4153,"Paraíba",324,"Brazil","Paraíba","","",\N
4154,"Paraná",324,"Brazil","Paraná","","",\N
4155,"Pernambuco",324,"Brazil","Pernambuco","","",\N
4156,"Piauí",324,"Brazil","Piauí","","",\N
4157,"Rio de Janeiro",324,"Brazil","Rio de Janeiro","","",\N
4158,"Rio Grande do Norte",324,"Brazil","Rio Grande do Norte","","",\N
4159,"Rio Grande do Sul",324,"Brazil","Rio Grande do Sul","","",\N
4160,"Rondônia",324,"Brazil","Rondônia","","",\N
4161,"Santa Catarina",324,"Brazil","Santa Catarina","","",\N
4162,"Sao Paulo",324,"Brazil","Sao Paulo","","",\N
4163,"Sergipe",324,"Brazil","Sergipe","","",\N
4164,"Amapá",325,"Brazil","Amapá","","",\N
4165,"Fernando de Noronha",325,"Brazil","Fernando de Noronha","","",\N
4166,"Roraima",325,"Brazil","Roraima","","",\N
4167,"Federal District",10,"Argentina","Federal District","","",\N
4168,"Buenos Aires",321,"Argentina","Buenos Aires","","",\N
4169,"Catamarca",321,"Argentina","Catamarca","","",\N
4170,"Chaco",321,"Argentina","Chaco","","",\N
4171,"Chubut",321,"Argentina","Chubut","","",\N
4172,"Córdoba",321,"Argentina","Córdoba","","",\N
4173,"Corrientes",321,"Argentina","Corrientes","","",\N
4174,"Entre Ríos",321,"Argentina","Entre Ríos","","",\N
4175,"Formosa",321,"Argentina","Formosa","","",\N
4176,"Jujuy",321,"Argentina","Jujuy","","",\N
4177,"La Pampa",321,"Argentina","La Pampa","","",\N
4178,"La Rioja",321,"Argentina","La Rioja","","",\N
4179,"Mendoza",321,"Argentina","Mendoza","","",\N
4180,"Misiones",321,"Argentina","Misiones","","",\N
4181,"Neuquén",321,"Argentina","Neuquén","","",\N
4182,"Río Negro",321,"Argentina","Río Negro","","",\N
4183,"Salta",321,"Argentina","Salta","","",\N
4184,"San Juan",321,"Argentina","San Juan","","",\N
4185,"San Luis",321,"Argentina","San Luis","","",\N
4186,"Santa Cruz",321,"Argentina","Santa Cruz","","",\N
4187,"Santa Fe",321,"Argentina","Santa Fe","","",\N
4188,"Santiago del Estero",321,"Argentina","Santiago del Estero","","",\N
4189,"Tucumán",321,"Argentina","Tucumán","","",\N
4191,"Chuquisaca",326,"Bolivia","Chuquisaca","","",\N
4192,"Cochabamba",326,"Bolivia","Cochabamba","","",\N
4193,"El Beni",326,"Bolivia","El Beni","","",\N
4194,"La Paz",326,"Bolivia","La Paz","","",\N
4195,"Oruro",326,"Bolivia","Oruro","","",\N
4196,"Pando",326,"Bolivia","Pando","","",\N
4197,"Potosi",326,"Bolivia","Potosi","","",\N
4198,"Santa Cruz",326,"Bolivia","Santa Cruz","","",\N
4199,"Tarija",326,"Bolivia","Tarija","","",\N
4200,"Bogota",327,"Colombia","Bogota","","",\N
4201,"Antioquia",326,"Colombia","Antioquia","","",\N
4202,"Atlántico",326,"Colombia","Atlántico","","",\N
4203,"Bolívar",326,"Colombia","Bolívar","","",\N
4204,"Boyacá",326,"Colombia","Boyacá","","",\N
4205,"Caldas",326,"Colombia","Caldas","","",\N
4206,"Caquetá",326,"Colombia","Caquetá","","",\N
4207,"Cauca",326,"Colombia","Cauca","","",\N
4208,"Chocó",326,"Colombia","Chocó","","",\N
4209,"Córdoba",326,"Colombia","Córdoba","","",\N
4210,"Cundinimarca",326,"Colombia","Cundinimarca","","",\N
4211,"El Cesar",326,"Colombia","El Cesar","","",\N
4212,"Huila",326,"Colombia","Huila","","",\N
4213,"La Guajira",326,"Colombia","La Guajira","","",\N
4214,"Magdalena",326,"Colombia","Magdalena","","",\N
4215,"Meta",326,"Colombia","Meta","","",\N
4216,"Nariño",326,"Colombia","Nariño","","",\N
4217,"Norte de Santander",326,"Colombia","Norte de Santander","","",\N
4218,"Quindío",326,"Colombia","Quindío","","",\N
4219,"Risaralda",326,"Colombia","Risaralda","","",\N
4220,"Santander",326,"Colombia","Santander","","",\N
4221,"Sucre",326,"Colombia","Sucre","","",\N
4222,"Tolima",326,"Colombia","Tolima","","",\N
4223,"Valle del Cauca",326,"Colombia","Valle del Cauca","","",\N
4224,"Arauca",329,"Colombia","Arauca","","",\N
4225,"Casanare",329,"Colombia","Casanare","","",\N
4226,"Putumayo",329,"Colombia","Putumayo","","",\N
4227,"San Andrés y Providencia",329,"Colombia","San Andrés y Providencia","","",\N
4228,"Amazonas",330,"Colombia","Amazonas","","",\N
4229,"Guainía",330,"Colombia","Guainía","","",\N
4230,"Guaviare",330,"Colombia","Guaviare","","",\N
4231,"Vaupés",330,"Colombia","Vaupés","","",\N
4232,"Vichada",330,"Colombia","Vichada","","",\N
4233,"Bocas del Toro",321,"Panama","Bocas del Toro","","",\N
4234,"Chiriquí",321,"Panama","Chiriquí","","",\N
4235,"Coclé",321,"Panama","Coclé","","",\N
4236,"Colón",321,"Panama","Colón","","",\N
4237,"Darién",321,"Panama","Darién","","",\N
4238,"Herrera",321,"Panama","Herrera","","",\N
4239,"Los Santos",321,"Panama","Los Santos","","",\N
4241,"Veraguas",321,"Panama","Veraguas","","",\N
4242,"Alajuela",321,"Costa Rica","Alajuela","","",\N
4243,"Cartago",321,"Costa Rica","Cartago","","",\N
4244,"Guanacaste",321,"Costa Rica","Guanacaste","","",\N
4245,"Heredia",321,"Costa Rica","Heredia","","",\N
4246,"Limón",321,"Costa Rica","Limón","","",\N
4247,"Puntarenas",321,"Costa Rica","Puntarenas","","",\N
4248,"San José",321,"Costa Rica","San José","","",\N
4249,"Boaco",326,"Nicaragua","Boaco","","",\N
4250,"Carazo",326,"Nicaragua","Carazo","","",\N
4251,"Chinandega",326,"Nicaragua","Chinandega","","",\N
4252,"Chontales",326,"Nicaragua","Chontales","","",\N
4253,"Estelf",326,"Nicaragua","Estelf","","",\N
4254,"Granada",326,"Nicaragua","Granada","","",\N
4255,"Jinotega",326,"Nicaragua","Jinotega","","",\N
4256,"León",326,"Nicaragua","León","","",\N
4257,"Madriz",326,"Nicaragua","Madriz","","",\N
4258,"Managua",326,"Nicaragua","Managua","","",\N
4259,"Masaya",326,"Nicaragua","Masaya","","",\N
4260,"Matagalpa",326,"Nicaragua","Matagalpa","","",\N
4261,"Nueva Segovia",326,"Nicaragua","Nueva Segovia","","",\N
4262,"Río San Juan",326,"Nicaragua","Río San Juan","","",\N
4263,"Rivas",326,"Nicaragua","Rivas","","",\N
4264,"Zelaya",326,"Nicaragua","Zelaya","","",\N
4265,"Atlántida",326,"Honduras","Atlántida","","",\N
4266,"Choluteca",326,"Honduras","Choluteca","","",\N
4267,"Colón",326,"Honduras","Colón","","",\N
4268,"Comayagua",326,"Honduras","Comayagua","","",\N
4269,"Copán",326,"Honduras","Copán","","",\N
4270,"Cortés",326,"Honduras","Cortés","","",\N
4271,"El Paraíso",326,"Honduras","El Paraíso","","",\N
4272,"Francisco Morazán",326,"Honduras","Francisco Morazán","","",\N
4273,"Gracias a Dios",326,"Honduras","Gracias a Dios","","",\N
4274,"Intibucá",326,"Honduras","Intibucá","","",\N
4275,"Islas de la Bahía",326,"Honduras","Islas de la Bahía","","",\N
4276,"La Paz",326,"Honduras","La Paz","","",\N
4277,"Lempira",326,"Honduras","Lempira","","",\N
4278,"Ocotepeque",326,"Honduras","Ocotepeque","","",\N
4279,"Olancho",326,"Honduras","Olancho","","",\N
4280,"Santa Bárbara",326,"Honduras","Santa Bárbara","","",\N
4281,"Valle",326,"Honduras","Valle","","",\N
4282,"Yoro",326,"Honduras","Yoro","","",\N
4283,"Ahuachapán",326,"El Salvador","Ahuachapán","","",\N
4284,"Cabañas",326,"El Salvador","Cabañas","","",\N
4285,"Chalatenango",326,"El Salvador","Chalatenango","","",\N
4286,"Cuscatlán",326,"El Salvador","Cuscatlán","","",\N
4287,"La Libertad",326,"El Salvador","La Libertad","","",\N
4288,"La Paz",326,"El Salvador","La Paz","","",\N
4289,"La Unión",326,"El Salvador","La Unión","","",\N
4290,"Morazán",326,"El Salvador","Morazán","","",\N
4291,"San Miguel",326,"El Salvador","San Miguel","","",\N
4292,"San Salvador",326,"El Salvador","San Salvador","","",\N
4293,"Santa Ana",326,"El Salvador","Santa Ana","","",\N
4294,"San Vicente",326,"El Salvador","San Vicente","","",\N
4295,"Sonsonate",326,"El Salvador","Sonsonate","","",\N
4296,"Usulután",326,"El Salvador","Usulután","","",\N
4297,"Belize",331,"Belize","Belize","","",\N
4298,"Cayo",331,"Belize","Cayo","","",\N
4299,"Corozal",331,"Belize","Corozal","","",\N
4300,"Orange Walk",331,"Belize","Orange Walk","","",\N
4301,"Stann Creek",331,"Belize","Stann Creek","","",\N
4302,"Toledo",331,"Belize","Toledo","","",\N
4303,"Alta Verapaz",326,"Guatemala","Alta Verapaz","","",\N
4304,"Baja Verapaz",326,"Guatemala","Baja Verapaz","","",\N
4305,"Chimaltenango",326,"Guatemala","Chimaltenango","","",\N
4306,"Chiquimula",326,"Guatemala","Chiquimula","","",\N
4307,"El Progreso",326,"Guatemala","El Progreso","","",\N
4308,"Escuintla",326,"Guatemala","Escuintla","","",\N
4309,"Guatemala",326,"Guatemala","Guatemala","","",\N
4310,"Huehuetenango",326,"Guatemala","Huehuetenango","","",\N
4311,"Izabal",326,"Guatemala","Izabal","","",\N
4312,"Jalapa",326,"Guatemala","Jalapa","","",\N
4313,"Jutiapa",326,"Guatemala","Jutiapa","","",\N
4314,"Petén",326,"Guatemala","Petén","","",\N
4315,"Quezaltenango",326,"Guatemala","Quezaltenango","","",\N
4316,"Quiché",326,"Guatemala","Quiché","","",\N
4317,"Retalhuleu",326,"Guatemala","Retalhuleu","","",\N
4318,"Sacatepéquez",326,"Guatemala","Sacatepéquez","","",\N
4319,"San Marcos",326,"Guatemala","San Marcos","","",\N
4320,"Santa Rosa",326,"Guatemala","Santa Rosa","","",\N
4321,"Sololá",326,"Guatemala","Sololá","","",\N
4322,"Suchitepéquez",326,"Guatemala","Suchitepéquez","","",\N
4323,"Tononicapán",326,"Guatemala","Tononicapán","","",\N
4324,"Zacapa",326,"Guatemala","Zacapa","","",\N
4325,"Artigas",326,"Uruguay","Artigas","","",\N
4326,"Canelones",326,"Uruguay","Canelones","","",\N
4327,"Cerro Largo",326,"Uruguay","Cerro Largo","","",\N
4328,"Colonia",326,"Uruguay","Colonia","","",\N
4329,"Durazno",326,"Uruguay","Durazno","","",\N
4330,"Flores",326,"Uruguay","Flores","","",\N
4332,"Lavalleja",326,"Uruguay","Lavalleja","","",\N
4333,"Maldonado",326,"Uruguay","Maldonado","","",\N
4334,"Montevideo",326,"Uruguay","Montevideo","","",\N
4335,"Paysandú",326,"Uruguay","Paysandú","","",\N
4336,"Río Negro",326,"Uruguay","Río Negro","","",\N
4337,"Rivera",326,"Uruguay","Rivera","","",\N
4338,"Rocha",326,"Uruguay","Rocha","","",\N
4339,"Slato",326,"Uruguay","Slato","","",\N
4340,"San José",326,"Uruguay","San José","","",\N
4341,"Soriano",326,"Uruguay","Soriano","","",\N
4342,"Tacuaremó",326,"Uruguay","Tacuaremó","","",\N
4343,"Treinta y Tres",326,"Uruguay","Treinta y Tres","","",\N
4344,"Aisén del General Carlos Ibáñez del Campo",332,"Chile","Aisén del General Carlos Ibáñez del Campo","","",\N
4345,"Antofagasta",332,"Chile","Antofagasta","","",\N
4346,"Atacama",332,"Chile","Atacama","","",\N
4347,"Bío-bío",332,"Chile","Bío-bío","","",\N
4348,"Coquimbo",332,"Chile","Coquimbo","","",\N
4349,"El Libertador General Bernardo O'Higgins",332,"Chile","El Libertador General Bernardo O'Higgins","","",\N
4350,"La Araucanía",332,"Chile","La Araucanía","","",\N
4351,"Los Lagos",332,"Chile","Los Lagos","","",\N
4352,"Magallanes y Antártica Chilena",332,"Chile","Magallanes y Antártica Chilena","","",\N
4353,"Maule",332,"Chile","Maule","","",\N
4354,"Santiago",332,"Chile","Santiago","","",\N
4355,"Tarapacá",332,"Chile","Tarapacá","","",\N
4356,"Valparaíso",332,"Chile","Valparaíso","","",\N
4357,"Alto Paraguay",326,"Paraguay","Alto Paraguay","","",\N
4358,"Alto Paraná",326,"Paraguay","Alto Paraná","","",\N
4359,"Amambay",326,"Paraguay","Amambay","","",\N
4360,"Asunción",326,"Paraguay","Asunción","","",\N
4361,"Boquerón",326,"Paraguay","Boquerón","","",\N
4362,"Caaguazú",326,"Paraguay","Caaguazú","","",\N
4363,"Caazapá",326,"Paraguay","Caazapá","","",\N
4364,"Canendiyú",326,"Paraguay","Canendiyú","","",\N
4365,"Central",326,"Paraguay","Central","","",\N
4366,"Chaco",326,"Paraguay","Chaco","","",\N
4367,"Concepción",326,"Paraguay","Concepción","","",\N
4368,"Cordillera",326,"Paraguay","Cordillera","","",\N
4369,"Guairá",326,"Paraguay","Guairá","","",\N
4370,"Itapúa",326,"Paraguay","Itapúa","","",\N
4371,"Misiones",326,"Paraguay","Misiones","","",\N
4372,"Neembucú",326,"Paraguay","Neembucú","","",\N
4373,"Nueva Asunción",326,"Paraguay","Nueva Asunción","","",\N
4374,"Paraguarí",326,"Paraguay","Paraguarí","","",\N
4375,"Presidente Hayes",326,"Paraguay","Presidente Hayes","","",\N
4376,"San Pedro",326,"Paraguay","San Pedro","","",\N
4377,"Amazonas",326,"Peru","Amazonas","","",\N
4378,"Ancash",326,"Peru","Ancash","","",\N
4379,"Apurímac",326,"Peru","Apurímac","","",\N
4380,"Arequipa",326,"Peru","Arequipa","","",\N
4381,"Ayacucho",326,"Peru","Ayacucho","","",\N
4382,"Cajamarca",326,"Peru","Cajamarca","","",\N
4383,"Callao",321,"Peru","Callao","","",\N
4384,"Cuzco",326,"Peru","Cuzco","","",\N
4385,"Huancavelica",326,"Peru","Huancavelica","","",\N
4386,"Huánuco",326,"Peru","Huánuco","","",\N
4387,"Ica",326,"Peru","Ica","","",\N
4388,"Junín",326,"Peru","Junín","","",\N
4389,"La Libertad",326,"Peru","La Libertad","","",\N
4390,"Lambayeque",326,"Peru","Lambayeque","","",\N
4391,"Lima",326,"Peru","Lima","","",\N
4392,"Loreto",326,"Peru","Loreto","","",\N
4393,"Madre de Dios",326,"Peru","Madre de Dios","","",\N
4394,"Moquegua",326,"Peru","Moquegua","","",\N
4395,"Pasco",326,"Peru","Pasco","","",\N
4396,"Piura",326,"Peru","Piura","","",\N
4397,"Puno",326,"Peru","Puno","","",\N
4398,"San Martín",326,"Peru","San Martín","","",\N
4399,"Tacna",326,"Peru","Tacna","","",\N
4400,"Tumbes",326,"Peru","Tumbes","","",\N
4401,"Ucayali",326,"Peru","Ucayali","","",\N
4402,"Azuay",321,"Ecuador","Azuay","","",\N
4403,"Bolívar",321,"Ecuador","Bolívar","","",\N
4404,"Cañar",321,"Ecuador","Cañar","","",\N
4405,"Carchi",321,"Ecuador","Carchi","","",\N
4406,"Chimborazo",321,"Ecuador","Chimborazo","","",\N
4407,"Cotopaxi",321,"Ecuador","Cotopaxi","","",\N
4408,"El Oro",321,"Ecuador","El Oro","","",\N
4409,"Esmeraldas",321,"Ecuador","Esmeraldas","","",\N
4410,"Galápagos",321,"Ecuador","Galápagos","","",\N
4411,"Guayas",321,"Ecuador","Guayas","","",\N
4412,"Imbabura",321,"Ecuador","Imbabura","","",\N
4413,"Loja",321,"Ecuador","Loja","","",\N
4414,"Los Ríos",321,"Ecuador","Los Ríos","","",\N
4415,"Manabí",321,"Ecuador","Manabí","","",\N
4416,"Morona-Santiago",321,"Ecuador","Morona-Santiago","","",\N
4417,"Napo",321,"Ecuador","Napo","","",\N
4418,"Pastaza",321,"Ecuador","Pastaza","","",\N
4419,"Pichincha",321,"Ecuador","Pichincha","","",\N
4420,"Tungurahua",321,"Ecuador","Tungurahua","","",\N
4421,"Zamora-Chinchipe",321,"Ecuador","Zamora-Chinchipe","","",\N
4422,"Federal District",328,"Venezuela","Federal District","","",\N
4423,"Anzoátegui",315,"Venezuela","Anzoátegui","","",\N
4424,"Apure",315,"Venezuela","Apure","","",\N
4425,"Aragua",315,"Venezuela","Aragua","","",\N
4426,"Barinas",315,"Venezuela","Barinas","","",\N
4427,"Bolívar",315,"Venezuela","Bolívar","","",\N
4428,"Carabobo",315,"Venezuela","Carabobo","","",\N
4429,"Cojedes",315,"Venezuela","Cojedes","","",\N
4430,"Falcón",315,"Venezuela","Falcón","","",\N
4431,"Guárico",315,"Venezuela","Guárico","","",\N
4432,"Lara",315,"Venezuela","Lara","","",\N
4433,"Mérida",315,"Venezuela","Mérida","","",\N
4434,"Miranda",315,"Venezuela","Miranda","","",\N
4435,"Monagas",315,"Venezuela","Monagas","","",\N
4436,"Nueva Esparta",315,"Venezuela","Nueva Esparta","","",\N
4437,"Portuguesa",315,"Venezuela","Portuguesa","","",\N
4438,"Sucre",315,"Venezuela","Sucre","","",\N
4439,"Táchira",315,"Venezuela","Táchira","","",\N
4440,"Trujillo",315,"Venezuela","Trujillo","","",\N
4441,"Yaracuy",315,"Venezuela","Yaracuy","","",\N
4442,"Zulia",315,"Venezuela","Zulia","","",\N
4443,"Amazonas",325,"Venezuela","Amazonas","","",\N
4444,"Delta Amacuro",325,"Venezuela","Delta Amacuro","","",\N
4445,"Nickerie",331,"Suriname","Nickerie","","",\N
4446,"Saramacca",331,"Suriname","Saramacca","","",\N
4447,"Brokopondo",331,"Suriname","Brokopondo","","",\N
4448,"Marowijne",331,"Suriname","Marowijne","","",\N
4449,"Commewijne",331,"Suriname","Commewijne","","",\N
4450,"Para",331,"Suriname","Para","","",\N
4451,"Suriname",331,"Suriname","Suriname","","",\N
4452,"Coronie",331,"Suriname","Coronie","","",\N
4453,"Essequibo",331,"Guyana","Essequibo","","",\N
4454,"Demerara",331,"Guyana","Demerara","","",\N
4455,"Berbice",331,"Guyana","Berbice","","",\N
4456,"Canal Zone",321,"Panama","Canal Zone","","",\N
4457,"Scotland",320,"Scotland","","","",\N
4458,"England",320,"England","","","",\N
4459,"Moldavia",320,"","","","",\N
4460,"Lithuania",320,"Lithuania","","","",\N
4461,"Slovakia",320,"","","","",\N
4462,"Bermuda",320,"Bermuda","","","",\N
4463,"Eritrea",320,"Eritrea","","","",\N
4464,"Palestinian Territory",320,"Palestinian Territory","","","",\N
4465,"Estonia",320,"Estonia","","","",\N
4466,"Croatia",320,"Croatia","","","",\N
4467,"Anhui",321,"China","","","",\N
4468,"Beijing",321,"China","","","",\N
4469,"Chongqing",321,"China","","","",\N
4470,"Fujian",321,"China","","","",\N
4471,"Gansu",321,"China","","","",\N
4472,"Guangdong",321,"China","","","",\N
4473,"Guangxi Zhuang",321,"China","","","",\N
4474,"Guizhou",321,"China","","","",\N
4475,"Hainan",321,"China","","","",\N
4476,"Hebei",321,"China","","","",\N
4477,"Heilongjiang",321,"China","","","",\N
4478,"Henan",321,"China","","","",\N
4480,"Hubei",321,"China","","","",\N
4481,"Inner Mongolia",321,"China","","","",\N
4482,"Jiangsu",321,"China","","","",\N
4483,"Jiangxi",321,"China","","","",\N
4484,"Jilin",321,"China","","","",\N
4486,"Ningxia Hui",321,"China","","","",\N
4487,"Qinghai",321,"China","","","",\N
4488,"Shaanxi",321,"China","","","",\N
4489,"Shandong",321,"China","","","",\N
4490,"Shanghai",321,"China","","","",\N
4491,"Shanxi",321,"China","","","",\N
4492,"Sichuan",321,"China","","","",\N
4493,"Tianjin",321,"China","","","",\N
4494,"Xinjiang Uygur",321,"China","","","",\N
4495,"Xisang",321,"China","","","",\N
4497,"Zhejiang",321,"China","","","",\N
4498,"Andaman and Nicobar",328,"India","","","",\N
4499,"Andhra Pradesh",315,"India","","","",\N
4500,"Arunachal Pradesh",315,"India","","","",\N
4501,"Assam",315,"India","","","",\N
4502,"Bihar",315,"India","","","",\N
4503,"Chandigarh",328,"India","","","",\N
4504,"Chhattisgarh",315,"India","","","",\N
4505,"Dadra and Nagar Haveli",328,"India","","","",\N
4506,"Daman and Diu",328,"India","","","",\N
4507,"Delhi",328,"India","","","",\N
